",""X1"",""X2""";;;;;;;;
"2599,""Bought four all together and they all work well. We gave one to each of our kids and they think it works well also. They find dirt even though we have vacuumed with our built in machine and eater bar!"",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2600,""Great for LVT and dog and cat hair!!"",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2601,""It cleans our dirty office great."",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2602,""Was not sure on purchasing one of these but, now I love it.  Great job on hard surface floors and transitions nicely to all the 5X7 scatter rugs.  Now I can shower and vacuum  at the same time."",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2603,""I rarely leave reviews but felt I needed to for this product. I compared a lot of different models and read many reviews before purchasing this vacuum and my only regret is not purchasing it earlier! It works amazing! I consider myself a neat freak. I sweep, mop, vacuum at least once a week so I didn't think having this would make a huge difference but more just help out here and there. I was wrong! Every day its picks up dust/ hair crumbs, etc.! Even when I think my house is spotless and their couldn't possible be anything else to pick up.  It reaches places even I can't reach with a broom like under the couch. I haven't had any issues but now and then it will get stuck when it sucks up socks, clothes or anything left on the floor, but that is more user error than anything. I have mostly hardwood and little bit of carpet. We have a few large rugs on are hardwood and it cleans up great on all surfaces."",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2604,""Nothing I dislike about this .  I have a lab and 3 cats and it picks up all of the hair no problem!"",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2605,""Gets stuck under couch"",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2606,""Love it ...bought one for each of my 4 adult children"",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2607,""I love the multiple cleaning options! I have 4 dogs and 2 cats and this thing works so much better than my roomba! This robot works harder than anything else in my house, and its super easy to troubleshoot."",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2608,""Awesome product.If you have echo products this is highly recommend .I have used Neato bots for  past five years and finally I switch to this one. Neato bots are better at navigating but this this guy is hard worker."",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2609,""My wife likes it a lot!"",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2610,""Be aware if the power cuts off , this thing cuts on! Gave me a heart attack, but at least my floors are clean!"",""Reviewed in the United States on June 17, 2019""";;;;;;;;
"2611,""I’ve been very happy with it so far. It’s not the most expensive one but it works.. very happy that I chose this one.1-30-2020 well now it’s not working so well. It starts and stops... doesn’t go back to its base. Really wishing that I spent a little more money on one."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2612,""Broke after about a year or so of use. I am not interested in their products anymore."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2613,""Great helper for hardwood floors. I love the edging option as this is where all the dog hair gets stuck throughout our house."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2614,""Didnot work well for our carpeted floors"",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2615,""This is the 3rd vacuum bot I've had and it outperforms the other 2 combined, both of which were much more expensive. It simply does what it's supposed to. Cleans great, doesn't get hung up on rug edges or under furniture or tangled in cords or just stop for no reason like the others, and I am really impressed with the ease of cleaning. Brush pops right out to remove hair or whatever and there are no small parts to worry about losing. Quick and simple to empty bin and you can wash everything in the sink in a minute or 2. I have hardwood floors and carpet and a golden retriever, so this little thing gets a workout and continues to impress. I put googly eyes on mine and a little hat and named him General ScootButt. Also soldered a small groove and ring at the front so I can fix a tiny bayonet to it and chase the wife's cat around the house."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2616,""i have it for almost a year and its works great"",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2617,""Works good for the price"",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2618,""This is the best purchase I've made in a long time! My daughter even loves it. It picks up dirt and dog hair amazingly well. I even tried it on carpet and it worked great. The best part is that I can program it and it runs everyday when I am gone. I love coming home to clean floors."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2619,""Build quality is very good. Sensors work very well. I have oak trim as well as floors and I was concerned about it hitting the trim. Once in awhile it just slightly bumps it gently. We also have some light to heavy throw rugs around the house and traverses just fine. This thing just works fantastic with no problems. One interesting note is that with use it does polish the floors after a few uses. When setting up your wifi you must be on the 2.4 hz band. We have a dual band router and on a phone you must force that band under settings. Battery life seems to last forever on wood. I even tried it on medium shag carpet with the highest vacuum power and it lasted 35 minutes. The only defect in this little tanks armor is cords. I guarantee that you will be embarrassed the first few times you run this unit."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2620,""This is a classic case  of you get what you pay for.  While the vacuum does a good job of cleaning up pet hair it does not navigate rooms well.  It will often go over the same area or get stuck in a hallway while other areas are never touched.  It does not come on at the scheduled time and cannot find it's way back """"home"""" to its charging station."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2621,""Died a little after a year of light use. Not happy at all. Have used other brands that have last lasted for three and four years."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2622,""This vacuum definitely exceeded expectations. Gets dust and small objects pretty reliably. Has issues going over bumps like the legs to my coffee table but for small bumps it is fine. Biggest disappointment is the battery. It started at roughly 2 hours use per charge but now only gets one hour after a year of using it once a week. That’s not a huge issue because recharge time is only a few hours but I’m going to worry if it keeps getting worse."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2623,""We started with one for an 1800 square foot section of the house.  It did such an amazing job we bought a second one that covers another 3400 square foot area.  Now buying the third to cover the remaining 1800 square feet.  Absolutely love this product.  We have two Aremican Eskimos small dogs.  They shed a lot of white hair.  The Deebot gets is all!  The house smells better too.  I highly recommend."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2624,""Love it-effortless programed to vacuum  on its own 6 rooms hardwood floors ! Just empty every 3 days. Easy peast"",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2625,""Great little vacuum. Long hair does get a little tangled up, but this vacuum works great."",""Reviewed in the United States on June 16, 2019""";;;;;;;;
"2626,""the vacuum works well if you follow the instructions.  So keep it picked up or you will be constantly resting the vacuum.  my charging station is in a bad spot so i have to help it on occasion to find home.  the best part is the remote, you can follow the dog and make him pick up the toys he leaves out.  So i give it 5 stars for entertainment."",""Reviewed in the United States on June 15, 2019""";;;;;;;;
"2627,""Love it! Works great. He gets stuck in weird places but he does what I need. He likes it on the Wood floor and Carpet and Rugs. Yes, he is a he! Less clean up than a husband, Easy to keep clean and empty out. Returns back home when he’s low on his battery! He doesn’t talk back, always comes home, and he doesn’t fart! Some times he bumps his head but sometimes you have to compromise since he doesn’t snore!"",""Reviewed in the United States on June 15, 2019""";;;;;;;;
"2628,""We received our original Deebot N79 unit December 2017. Within a year (November 2018), the sensors went bad on it and it just started turning in circles. Keeping with their promise, they sent us a brand new unit, the Deebot N79S. Within 6 months (November '18-May '19), the main brush motor went out on the unit. Because it was over a year from the original purchase, they will not fix this unit, and I can not get parts for it. They are still making the unit, so the parts exist, they just won't send them. I've had email conversations, called, and even used the chat function on the website and they will not send me the part. I can fix it myself, even though the unit is less than a year old. They keep telling me to wait for their repair shop to open, sometime this quarter. Why would I pay you all to fix something less than a year old, that I can fix myself. I have bought deebot products for other people, and suggested them to friends and family (and they've had issues now). I'm just going to suggest a different brand from now on."",""Reviewed in the United States on June 15, 2019""";;;;;;;;
"2629,""UPDATE--customer support sent me a second replacement, and it came with two dead sensors right out of the box. It's too late to get a refund now, so it looks like I'm out $180 and stuck with a robot vacuum that runs into the wall over and over. Do yourself a favor";" pay the extra money and get a Roomba.I'm afraid I have to give this a lower review than I would like. It worked great for the first few weeks, but then one of the sensors stopped working, and it kept bumping into things and only vacuuming the perimeter of my apartment. The manufacturer quickly sent me a replacement, but the same thing happened with the replacement, except it was two sensors instead of only one. Now I am unable to get a refund, which is very frustrating."",""Reviewed in the United States on June 15, 2019""";;;;;;;
"2630,""I have used my vacuum for a month now, and unfortunatley kept giving it the benefit of doubt a d missed my return window.The vacuum is always getting """"stuck"""" in the middle of the room. Not sure why? Nothing is wrong, it just starts beeping at me to fix it...I am very disappointed in this vacuum. :-(I needed and extra hand around the house and bought this to help, but it's become more of a nuisance to me than help. Grrrr."",""Reviewed in the United States on June 15, 2019""";;;;;;;;
"2631,""Wow we were pleasantly surprised and have owned several much more expensive Robo vac’s. We have two dogs and this keeps up with the dog hair and is almost silent. I’ll never buy one of the expensive brands again."",""Reviewed in the United States on June 15, 2019""";;;;;;;;
"2632,""We’ve had this robot for a few years now.  Works great and still has good battery life.  This vacuum saves me a ton of time.  We have 2 small children and a dog.  During shedding season we run it every day. Bonus,  it gets areas, like under furniture, that I rarely get to.  It was a great purchase!"",""Reviewed in the United States on June 15, 2019""";;;;;;;;
"2633,""Works great. It's nice to have something that can assist with the little chores when you work full time."",""Reviewed in the United States on June 15, 2019""";;;;;;;;
"2634,""Great value- makes a little more noise than I would like.  Occasionally gets stuck but otherwise pretty solid value"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2635,""Works awesome"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2636,""Works great! It didn’t connect to my WiFi but still works fine with the remote  control"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2637,""I got it mostly for our area rugs since our floors are hardwood. I also use it for the borders of all rooms and like that I can “tell” it to do that! I am very happy with the product and price."",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2638,""Dbot does the job cleaning open areas but has almost ZERO capacity to learn or sense the area. it tries to climb thru sliding doors when open and always gets stuck under the things and would not back away. DUMM. i also have Rumba-its day and night!"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2639,""3 weeks after manufacturers one-year warranty expired- the vacuum starts beeping incessantly.  Turns out the beeping is an alarm to indicate battery is malfunctioning.  ECOVACS only remedy - buy another battery for $29.00.  This after many other users are experiencing the same issue.  Disappointing..."",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2640,""Good , perfect"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2641,""I just love this little vacuum. it picks up all the kitty litter off my floor that my cat kicks on to the floor. It goes under the bed my bed has never been so clean under there. All the dust bunnies everything. I just love it and highly recommend it"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2642,""It works great for price"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2643,""Great product"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2644,""If you purchase this, you will be sorely disappointed.  I am an owner of a couple of roomba's.  I saw this as an inexpensive replacement and there were good reviews for it.  I can tell you over a year of owning this one, it does not work.  It never finishes its job.  It constantly gets stuck after about 15 minutes of work.  Sometimes it is obvious why it got stuck and others it is just sitting in the middle of the room with no indication why it stopped.  The roomba's only fail about 10 % of the time but this one does 90% of the time.  Not a good use of your funds. :("",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2645,""Love this better than the iRobot! Two brushes easy to clean and change filters"",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2646,""It's good if it's set to go around once a day and pick up the extra. Don't expect it to be a replacement for vacuuming.I have had the vacuum for about 6 months and the thing is now clicking. I know it's the front left brush. Tge clicking started about 4 and a half months into owning in and has gotten louder. I take good care of the product but this clicking seems to be a fault. I'll look more into fixing it myself since I don't have anymore warranty on it."",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2647,""I ordered this unit almost a year ago, and I am so pleased with it!  It is imperative that you follow all cleaning and operating instructions to get the best performance out of it.  I named mine Dobie, and he vacuums my apartment twice a week.  The first few times I used my bot, I was stunned at how much dust and dirt it collected from under large furniture items and under my bed.  My place has all hardwood floors, but I do have to pick up the few throw rugs I use in the bathroom and bedroom (or he tries to eat them).  All in all, a wonderful purchase.Update--Jan 2020. My Deebot is still working well. Only change is that it returns to charging base after running an hour. It used to vacuum for 90 minutes. Since it is over 2 and a half years old, that seems reasonable. If/when mine dies, I definitely intend to get another one, same brand and model. As for people who get freaked out trying to connect the unit to wifi, or running it while not at home, that is your fault. Don't expect this unit to perform any differently than a manual upright vac. You have to prep your space to use it effectively. And clean it properly after every use."",""Reviewed in the United States on June 14, 2019""";;;;;;;;
"2648,""Love this little machine!! Great!!"",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2649,""Absolutely junk!  Will start stop in the middle of the night, tell it to stop,  it ignores, basically  giveing you the finger!  All of the manufacturers suggested remadis failed, was told """"tell Amazon to get u a new one"""" I did, and Amazon did (cudos to Amazon) anyway 2nd unit took 2 hours to contact to wifi, then started cleaning on and off every 10 minutes, lol. Seriously what a piace of junk! STAY AWAY!"",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2650,""Unbeliveably efficient"",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2651,""Nothing"",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2652,""I like everything .. I use on tile floors"",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2653,""Will recommend"",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2654,""Purchase 1st of January 2018. Broke down yesterday just under one year of owning. Now I'm outside of support timelines ... convenient"",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2655,""I want to love this but I just can’t. It is set to run at 1:00 am while we (and are pets) are sleeping. It rarely ever completes our great room, which is sunken in and the only room it does. 98% of the time I have to search for it because it doesn’t make it back to it’s base. It cleans well enough but constantly gets stuck and lost. Very frustrating. The job is never completed. Wish I had saved my money."",""Reviewed in the United States on June 13, 2019""";;;;;;;;
"2656,""Its help a lots"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2657,""First of all, Ecovacs customer service is great. They rely to emails in minutes.The biggest flaw is that the front visor eventually will get scratched up from regular wear and tear, which will impede the infrared sensors and completely kill the collision detection. Ecovacs suggested that I clean it with plastic polish, which actually works. However, that doesn’t work forever, and after 6 months my vacuum had no collision detection. It kept smashing into everything.I warrantied the product out via Ecovacs, and this time around I’ve decided to cover the front visor with shipping tape to protect it from scuffs and scratches."",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2658,""Love it I own 2"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2659,""I’m giving this product one star because of their Costumer Service, ITS AWFUL!!! The Deebot function perfectly, did not damage my hardwood floors and picked really well all of my puppy hair (that was the main purpose) for about 9 months. However, the unit suddenly stopped working and according to the manual, the sound it was doing was related to a problem with the brush. After cleaning it and doing everything recommended, the unit still did not work so I bought a replacement kit, changed the brush and still nothing. This was just the begging of the must tedious process up to date!Multiple people get involved (over 4 at this point) in the same line of communication so no true follow up exist. They kept repeating and asking for the same information over and over again. When it’s confirmed that the product had a malfunction and still under warranty they said, in a not so friendly tone, that if I did not ship the defected unit they will not send the replacement. Since I’m out of the country and they did not provide a prepaid international shipping guide (only ground), I’m not able to send it right away. So, at this point, I need to travel (or someone) to the US soon so they can ship it or i will not get my new unit (of a product that is still under warranty).For me, is the last time I buy anything from this company and no more recommendations to friends and family."",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2660,""Fantastic !!"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2661,""Highly recommend! This newer model senses baseboards and objects better than last years model. Bought it as a gift and recipients are raving!"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2662,""Nice product will made"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2663,""test"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2664,""Omg I LOVE my little cleaning robot!!! I was sweeping g twice a day and now this little awesome bot just runs around for an hour and picks up EVERYTHING!!!! <U+0001F60D> makes a toddler mama soooo happy!!!!"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2665,""I spent months researching and reading reviews on robot vacuums. I knew people who had iRobots, but I didn't want to spend that much money. I have twin toddlers and a dog who emits joy fluffs on a constant basis. After reading a few reviews on Amazon, one in particular ended up being our experience as well. We got one Deebot, we didn't pick up the area rugs and turned him on. We were amazed at how much he picked up, since we had swept just the day before. He easily avoided the stairs, he cleaned our area rugs, we have one low pile and the other a little longer. Our children are in love with it as well. They love watching him and try to decide where he's going to go. It also prompts them to pick up their toys, because they don't want Deebot to eat it. After three days we bought a 2nd one for our upstairs. We do have a thick rug in our children's room which my Shark has a problem with. Deebot did go over it, but when he tried to edge around it he got stuck. This was more than what I thought he was going to do and we easily pick it up for him. He goes under most of our furniture, we did have one couch that was low, which we got longer legs for, so we don't have to move it around for him to get under it. We love our Deebots and he does a great job cleaning up after our toddler's messes and the dog joy fluffs. If we run them every day we don't have to worry about emptying the collection tray mid-cleaning."",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2666,""Love it for what I needed.  I would have to vacuum daily before getting thid.  Works really well for picking up dog hair on hardwoods.  Struggles a bit on carpet hence my 4/5.  If you're looking for a daily dog or cat hair vacuum it's definitely worth it!"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2667,""now after 6 months ... it stops after every minute and starts beeping"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2668,""The product works well while it is working, with a surprising amount of pickup. The problem is that the unit hangs up on about 30% of my furniture and just shuts down. It appears that whatever sensor is used to detect objects does not look high enough for the unit not to get stuck. It is especially problematic on recliners, but anything that is close to the clearance height of the top of the device will hang it up. It will hang on my furniture about 90% of it's runs and shut down.  In a room with no furniture it would be great! In fact... BEEP BEEP BEEP, just got trapped for the fifth time in the short time I am writing this. Perhaps 90% is closer to 100% stoppage. Bummer!"",""Reviewed in the United States on June 12, 2019""";;;;;;;;
"2669,""Got it around Christmas, stopped linking to phone or working in March"",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2670,""The product broke within a month and both amazon support and the manufacturer support have been incredibly hard to deal with. We regret not getting a name brand version of the same product"",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2671,""My brother had one and liked it. Bought after moving to a house with tile and fake hardwood floors. Works great! Has trouble climbing some high transition floors at the doors in certain rooms. Tile to wood flooring. Other than that, it is great. Docks itself when running low on power. Runs a couple of hours. Run it when I'm gone and it gets most of the house."",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2672,""The Machine gets most of the dust and hard to see items, but does not vacuum large items such as leaves for example. It does not handle hair very well the machine constantly stops when enough hair gets wrapped up in the dust collector and then I would have to pulled out the hair because it gets stuck in the vacuuming mechanisms."",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2673,""Honestly I was super excited about this.  As a stay at home mom with two kids and two dogs....Beyond Excited.Worked work a week and has since stopped charging.  I’m so disappointed.  Called amazon and reached out to seller. Hoping to hear back and if resolved I will change my review to five stars."",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2674,""My only regret is I didn’t buy sooner with 2 dogs this is a life saver"",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2675,""I love this thing. Actually, my wife loves this thing, it makes her so freaking happy. The kids have named it Elvis. We love leaving the house and having Elvis tidy up while we’re gone. The cat ignores it. The dogs are suspicious but so far haven’t destroyed it. Seriously, this thing rules."",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2676,""this cleaning robot is horrible. it rarely makes it back to charging doc, even when in the same room. it does not clean carpet well at all. it does sweep hardwood floors and does pick up quite a bit on hardwood and tile, but it never gets an entire room. there is always alot that it misses. plus it has a bad habit of not finding the dock/charger before it dies. We even tested it in a closed 12x12 room and it didnt make it back to the charger."",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2677,""A friend of mine recommended this handy thing to me a year ago, and a couple of times since then.  I purchased it when Amazon offered it as a daily deal and I bought an Echo dot with it.  This thing is amazing.  I thought my upright vac was doing a great job, and to test it, I swept the floors before i sent the deebot on it' maiden journey.  I have two rooms with carpet and the rest is hardwood or vinyl.  Oh wow, the deebot STILL picked up dog hair and """"stuff"""" off the floors I had just swept!I can ask Alexa to """"Tell Deebot to start cleaning"""" and that works too!  It's pretty handy.I won't lie, it's gotten itself stuck numerous times, but it's been because I've left something on the floor for it to get caught up on.  A cord or shoelace will disable it if it gets wrapped around the wheels.The app works great as well.  I can check the status anytime I need to.I had to move the dock a couple of times to make sure I was giving the deebot a clear path.  I finally found the perfect spot and I've not had to physically take it to the dock since.I've had this a month and it is still picking up dog hair and stuff out of the carpet.  Not as much, but it's still very effective.I did have to call customer service, and they were very helpful and more than willing to assist.  So that was a good experience as well.For the price, I will have to say that this has been an amazing purchase that I do not regret."",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2678,""We recently got a new dog that sheds, and we decided to make this purchase to help combat that. This vacuum is amazing! We run it every other day and it is amazing what it will pick up!The only issue that we have had is the plastic on the bumper getting scratched up, which results in the vacuum seeing less, and bumping into things more.Overall, it is a fantastic device that has helped us keep our house cleaner. :)"",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2679,""Love the way it cleans my whole house both carpet rooms and hardwood floors and have not had any issues with it getting stuck anywhere. It tends to find its way out of places and keeps cleaning. I also like how easy it is to dump/clean the filter/container. It only lets you program one time cleaning, not multiple times and the WiFi mode doesn’t work very well."",""Reviewed in the United States on June 11, 2019""";;;;;;;;
"2680,""i named her BeBop because she Bops around the house and does her job without any complaints. i still chuckle when i see her set off on her expedition around the rooms. very quiet, efficient, functions of baseboard, spot and vertical directions as well as random mode make this great. as directed, i charged her up - haven't got the hang of the clock setting yet - but she does go off at the same time each day without any problems, and this works for me. when she gets 'tired', she toddles herself off to bed, tucks herself in, and gets a 'recharge nap' until the next day. with a bad back and heart failure, i'm not able to vacuum or sweep, and this takes care of that problem so nicely. she gets under the furniture and bed too, something i especially appreciate. as the floors were my big problem, i was able to eliminate my housekeeper, and what i saved on that monthly expense more than compensated for the price of this unit."",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2681,""It is good and not expensive machine. It collects cat's hair pretty well from the hard flooring. Unfortunately it is not very smart and runs around like crazy without actually a pattern, it also has no app to control from the phone and it doesn't go to the base even if you pushed the button on the remote control. But, the good news, that it is quieter than more expensive robot we had before, it is eventually goes to it's charging station after it exhausted it's power, and it stucks much less than it's expensive predecessor."",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2682,""It broke after 2 months and I can’t get a hold of them to replace it"",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2683,""This product is great and cleans our hardwood floor and miscellaneous area carpets (very low pile carpets).  I have owned this for over six months now and can say it does a great job of picking up the dirt, hair and dog fur (short haired dog).  This product was designed to work on the surfaces I have and the description was very clear that it will not work on other surfaces besides those described.  It works just as expected.  It does a great job of picking up the huge majority of everything we usually have on the floor.  While not a replacement for regular vacuuming and mopping, it sure cuts down on the mess.  It does a good job at getting into tight areas that aren't usually cleaned with a regular mop or vacuum.  The family loves watching it go around.  The dog is a little concerned with it invading her house, but keeps her distance.  It is easy to maintain and clean.  Only a couple of quirks encountered so far.  One is replacement brushes by the company on Amazon, don't seem to be the same size as the originals.  Two, when the power goes out the robot, if left on auto, will leave its docking station and start searching for it until the power comes back on.  That has lead us to searching the house for the robot when we returned home at the end of the day when the power had apparently been out for several hours.  Just seems odd that it needs the base station to be powered on all the time after it is docked.  Don't let those two minor things keep you from buying this robot.  It is a great value for the price and performs just as I expected, at a fraction of the price when compared to competitors."",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2684,""Works great on hardwoods."",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2685,""I was sceptical to spend this much money on a automatic vacuum but it was worth every penny. Love this item and works great on carpet and laminate flooring."",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2686,""i have 4 pets and I feel like my laminate floors are truly clean and can be kept that way. It's amazingly quiet. It does bump into furniture :(The app is a little slow. Works well with Alexa."",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2687,""I like the convenience in using the Deebot."",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2688,""perfect"",""Reviewed in the United States on June 10, 2019""";;;;;;;;
"2689,""Love this vacuum! Bought for my daughter, now I want one!!"",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2690,""It worked well for a month until the right whisker brush gears started clicking. Now it barely spins and makes all kinds of racket. Parked it and trying to return or replace."",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2691,""Just received my third Deebot N79S today after the last two were replaced on warranty. The first replacement was sent because the IR sensors stopped working and the vacuum was slamming full speed into walls and furniture. The most recent replacement was sent because the vacuum would add to the app, but constantly showed offline. The replacement vacuum is having the exact same issue. Showed online long enough to set up a schedule, but now only shows as offline despite clearig data and re-installing the app. At this point, I'm thinking the issue might be with the app rather than the vacuum. But, if you want a vacuum they can be controlled by wifi, I'd recommend something else."",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2692,""I absolutely love this thing!! I have a 60lbs dog that sheds a lot. I would sweep daily and by the end of the week if have hair in the corners of all my hardwood floors. Not anymore after this thing. It literally fills the trap completely daily. I am in love with this thing. Worth every penny"",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2693,""I decided to wait until I had had my Deebot for a few months before I reviewed it.  I had no idea if I would find it absolutely wonderful or a waste of money.  It has absolutely changed my life.  I am a meticulous housekeeper and have two heavy shedding welsh corgis.  I vacuumed twice a day - when I got home from work and before going to bed.  Now I come home, take the dogs out for a walk and turn Deebot on while we're walking.  Come home and the bin is full of compacted dog hair.  Not only that - but lots of loose dirt too.  The main room  I use it for is hardwood floor and I'm amazed at what it picks up.  I have not mopped (wet or dry) since I've gotten it.  It does not scratch, it doesn't bump into things, my dogs are totally used to it and completely ignore it and it gets areas that I rarely got with  my upright.  I particularly like the edging feature .... let's face it, when I use an upright, I don't get the edges and corners.  Also the circular feature that covers a smaller area in depth is wonderful for spills.  I can't imagine how I ever lived without it!"",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2694,""Excellent product"",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2695,""It works well on hard floors, and that's about it. It tends to climb onto my shag rug and there it stays, beeping for help. Other brands have a climb feature where you can adjust the setting so the vacuum won't climb onto any elevated surface. This does not. Save your money. If I had been aware of this Achilles' heel in design, I would have never ordered it, and I'm outside the return period."",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2696,""Wasn’t expecting much since it’s not a “rumba” but ITS AMAZING! Best purchase I’ve had! It was on sale. I’ve had it (I named him George) for about 6 months and I recommend him to everyone! It’s best to empty every time you run him so you get maximum suctioning. (Easy to empty!) The first few times you run it you will be surprised at how much dirt it gets! Then when running it consistently you’re place will stay cleaner.I corral it so it’ll clean up the messier areas quicker, then I set him loose to wander around the 800sqft apartment. (Photos)He actually does well on my high pile rug (photo) and my low pile carpet! It comes with a tool for cleaning it which I LOVE!The filter did an amazing job (photo). First time I changed it! But you can see the difference!Re ordering parts is super easy and cost effective! George is happy having new filters and brushes!Hope you enjoy yours as much as I do!-L"",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2697,""I had returned a previously purchased robo type vacuum due to a design flaw that make the top open when it went under the furniture. I am quite happy with this model. I put it on when i leave for work and find it fully charged again when I return. I will sometimes leave it in a limited area by closing the doors. It is easy to use, easy to clean and does a good job of picking up the every day dust and dirt that occurs in every home. I recently purchased a new plush carpet and was happy to see that when I returned home after leaving it in the room that I could  clearly see that it did in fact find it's way totally around the room and under the bed not missing any areas. In some rooms like the kitchen I make it a point to vacuum up the corners and crevices fist as this room can easily turn into a mess. I am very happy with this product and recommend it highly."",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2698,""Very helpful and easy to use"",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2699,""Very satisfied. Glad I got it and helps maintain traffic areas.  I had a longer review but when took picture it got deleted.To summarize it - I would buy a second one for another area of my house or in case I need to replace this one."",""Reviewed in the United States on June 9, 2019""";;;;;;;;
"2700,""I love this vacuum!! It saves me so much time in the day. I can set it to clean as i leave to run errands or as i sleep. Its forced me to keep stuff off the floors also . i have 4 cats and two dogs and live in an area with alot of dirt to be tracked in. It handles it all very well. Battery life is good  about 2 hrs and does my whole house . i recommend to anyone"",""Reviewed in the United States on June 8, 2019""";;;;;;;;
