"","X1","X2"
"1617","









  
  
    
  AWESOME Roomba.

  
","Reviewed in the United States on February 27, 2020"
"1618","









  
  
    
  Unbelievable how good this vacuum works!!

  
","Reviewed in the United States on February 27, 2020"
"1619","









  
  
    
  Fantastic

  
","Reviewed in the United States on February 27, 2020"
"1620","









  
  
    
  I have hardwood floors and carpet only in the bedroom. This unit could not make the transition onto the carpet. Unit returned with the filter and extras but not received.

  
","Reviewed in the United States on February 27, 2020"
"1621","









  
  
    
  Works well on our hardwood floors

  
","Reviewed in the United States on February 27, 2020"
"1622","









  
  
    
  Meh.

  
","Reviewed in the United States on February 27, 2020"
"1623","









  
  
    
  We bought one because a friend of ours loves hers and her floors look amazing. Right after we got it and hooked it up to the wifi, it was great. 2 days later, it wouldnt connect to the app and it was running whenever it felt like it (without it being ""scheduled""). We reset it and started from scratch. This has happened 3 times now. It also gets ""stuck on cliffs"" that are not there. Like in the middle of my living room. Its very random when it happens. I would definitely purchase the one that cleans itself when it docks if you have any animals. We did not and regret it. It has a hard time finding its docking station often so we find him with a dead battery in random places. I guess if you dont really want a roomba to really do much, its for you.

  
","Reviewed in the United States on February 26, 2020"
"1624","









  
  
    
  Got it for my mom she loves it...

  
","Reviewed in the United States on February 26, 2020"
"1625","









  
  
    
  As far as cleaning up small dust bunnies and every day pet hair clouds on my hardwood floors, this little robot does the trick.  You get what you pay for<U+2014>this isn¡¯t a top-of-the-like model, but it absolutely helps for those in-between cleanings, especially on hardwood.  Doesnt do well with any kind of an edge, but it is intuitive enough to keep itself on a circuitous path and away from ledges and dropoffs.  Overall, good value for the money!

  
","Reviewed in the United States on February 26, 2020"
"1626","









  
  
    
  I really like this roomba! I only use it in my bedroom which has hard wood floors and it¡¯s pretty great about getting cap hair and little bits of dirt off the floor! I¡¯d recommend it.

  
","Reviewed in the United States on February 26, 2020"
"1627","









  
  
    
  My mother keeps a spotless house and I purchased this item for Christmas thinking it could save her some time.  All it did was give her a complex cause it worked so well it was going over areas that were recently cleaned.  I highly recommend this product!

  
","Reviewed in the United States on February 26, 2020"
"1628","









  
  
    
  Amazing bought it for my parents also. Cleans under things that are hard to move. Great product

  
","Reviewed in the United States on February 26, 2020"
"1629","









  
  
    
  Went from a Roborock to this. It¡¯s terrible in comparison. Every day I come home and it¡¯s stuck somewhere else on a ¡°cliff¡±. It thinks my area rugs are cliffs. If you have long hair, You¡¯ll be cleaning the brush roll a few times a week. If it weren¡¯t for the fact that I had a great robot vacuum before, this experience would have turned me off to them entirely.

  
","Reviewed in the United States on February 26, 2020"
"1630","









  
  
    
  We have dogs and a cat. I was vacuuming every day because of the hair and I can't stand walking bare foot on dirty floors and having dirt or hair stick to my feet.  This has been amazing!  I turn it on at the end of the day and it does a great job of picking up the daily grime that comes with pets and kids.  It does a good job on carpet too, but doesn't replace a deep clean with your primary vacuum cleaner.  I can really tell a difference and am very happy with this purchase.

  
","Reviewed in the United States on February 26, 2020"
"1631","









  
  
    
  Great to help maintain a clean floor with our two food weather friends in the house. I.e. dogs.

  
","Reviewed in the United States on February 26, 2020"
"1632","









  
  
    
  I love so much!! I actually using it only master room and bathroom every other day it works very well,

  
","Reviewed in the United States on February 25, 2020"
"1633","









  
  
    
  This thing is awesome!!!

  
","Reviewed in the United States on February 25, 2020"
"1634","









  
  
    
  It does a great job cleaning the house.  Cleans under chairs and around obstacles.  It does not due well around cords so you have to pick up before starting the vacuum.

  
","Reviewed in the United States on February 25, 2020"
"1635","









  
  
    
  I purchased this on a flash deal for the roomba 675. I've been eyeballing robot vacuums for a while now, but couldn't justify the cost. I also have 4 cats and 1 dog and have been a bit paranoid about the horror stories I've read. Once it was delivered, I proceeded to unpackage it. Quick instructions on setting this up. I let it charge (which took less time than the instructions stated). Once it was charged, I set up the house with ""barriers"" in places I didn't want it to go. Shut the door to the mud room so it didn't go in there and then started it up.Off it went like a drunk uncle during Christmas dinner. It was banging into everything all over the place. I chalked it up to the learning phase. But boy, oh boy, did it remind of the drunk uncle stories. You know, that uncle that gets drunk during family gatherings, but everyone still loves. From this point on, I decided it needed a drunk uncle name. Mine is called uncle Otis.Uncle Otis went to town on my house. So much that I didn't think he was going to make it back before the battery ran out. On the app, I told it to go dock. Uncle Otis (like a typical drunk uncle) didn't really listen and just kept on cleaning. I think he finally staggered home, but barely. I really was not expecting uncle Otis to actually clean as well as my regular vacuum. I have an expensive Kirby vacuum and couldn't imagine this little guy could outdo it. I also had vacuumed previous to getting this just to give the poor guy a chance. To my surprise, the container was chalk FULL of animal hair and debris. I couldn't believe it, but uncle Otis was able to get a deeper clean than my expensive, fancy vacuum.Day two: I started uncle Otis up. Still banged into a bunch of things, but not as hard this time. I guess he finally started get some lay of the land. Poor guy was also going into nooks and crannies I couldn't reach with my regular vacuum. I think he became friends with a spider under my entertainment center. He came out fully decorated in spider silk... Only catch today was that he tried to get under the coffee table and got stuck. Had to free him and start him back up. Off he went again. After he was done cleaning, I emptied him. The container was 3/4 full of hair and debris. Man, uncle Otis is a beast!Day three: I gave uncle Otis the day off.Day four: I was working from home, so I started him up and went upstairs to work. I swear, about every 10 minutes, uncle Otis was stuck under the coffee table again. I finally let him have his way and raised the coffee table with some wood blocks. Uncle Otis was happy he could get under there. Still a decent amount of hair and debris after the run. I'm not sure, but I think uncle Otis is trying to mess with me. Either that, or my animals are filthy!Overall, I am extremely happy with this purchase. Uncle Otis does a great job vacuuming. He hasn't had any problem transitioning from carpet to hardwood floors to rugs. I even braved taking him upstairs to clean. I was a bit concerned about him stumbling down the stairs, but he was great at stopping before the great tumble. It is a bit scary, as he does head toward the edge at a pretty fast speed. But he never once tumbled.He still picks up a ton of hair and debris. This actually makes me happy as that is nasty that I could be breathing. And it's wonderful having a happy little robot that can vacuum while I do something else.Every once in a while, he has his ""moments"". The last time I ran him, he had somehow knocked the charging station into the middle of the hallway and placed himself where he should have docked... But sideways. Goofy ole uncle Otis.

  
","Reviewed in the United States on February 25, 2020"
"1636","









  
  
    
  I have a german shepherd that sheds like crazy in the spring. It definitely helps keep up on the dog hair. It goes in a random pattern and often goes over the same spot multiple times but it always looks like it is doing a good job. The tray is full every day. I'd say once a week it dies before finding home but whatever I like it. Husband was mad I didnt get the one with mapping technology but I think this does just fine. It is pretty loud so I run it while I am at work.

  
","Reviewed in the United States on February 25, 2020"
"1637","









  
  
    
  Perfect!

  
","Reviewed in the United States on February 25, 2020"
"1638","









  
  
    
  I bought this for my GF and she loves it! She doesn¡¯t like to clean so she will use it before the dirt piles up. This device will go everywhere. You may have to watch out for cords and high rugs but it does the job.

  
","Reviewed in the United States on February 25, 2020"
"1639","









  
  
    
  So far - real good for the first time out! It climbed my kitchen mats- did the carpet by the front door. I¡¯m impressed. A little loud I hope I get use to it.

  
","Reviewed in the United States on February 25, 2020"
"1640","









  
  
    
  Wish I had bought one a long time ago

  
","Reviewed in the United States on February 25, 2020"
"1641","









  
  
    
  I love it<U+2764><U+FE0F>It cleans better than my regular vac works great with my Alexa. And smart phone

  
","Reviewed in the United States on February 25, 2020"
"1642","









  
  
    
  Very helpful and practical device set up to clean every single day at a particular time automatically

  
","Reviewed in the United States on February 25, 2020"
"1643","









  
  
    
  Works well on thin carpeting and hardware, gets stuck in shag carpets/mats

  
","Reviewed in the United States on February 25, 2020"
"1644","









  
  
    
  Worth the price

  
","Reviewed in the United States on February 25, 2020"
"1645","









  
  
    
  It works great on our floors and rugs. Picks up all our dog hair, if used frequently.

  
","Reviewed in the United States on February 25, 2020"
"1646","









  
  
    
  Cleaning after use is kind of a bummer.  But that just shows me how well it is working.

  
","Reviewed in the United States on February 25, 2020"
"1647","









  
  
    
  Gets ¡°stuck¡± on a cliff every time. has yet to complete its task of two rooms. Makes one path in one room then goes to the other room and makes a single path, then goes pack to the first room. Then gets ¡°stuck¡± on simple floor transition from floor to carpet. Gets stuck every night and has yet to complete its task. It runs well enough once it manually gets unstuck from a simple transaction or nominal object. Not for deep vacuuming. Good for surface dust.

  
","Reviewed in the United States on February 25, 2020"
"1648","









  
  
    
  With 4 dogs in house, we run it daily. Works Awesome!!!

  
","Reviewed in the United States on February 25, 2020"
"1649","









  
  
    
  With a Labrador I was Vacuuming every day. Now I run This every other day and it cleans places I was Never getting - like under the bed and couch. I run It when I¡¯m not home and I love Coming home to clean floors. Works well between hardwood and carpet. I dump The contents every run

  
","Reviewed in the United States on February 24, 2020"
"1650","









  
  
    
  The vacuum works okay, it¡¯s just highly frustrating when it tries to dock. The battery either runs out before it¡¯s finished or it pushes around the base and doesn¡¯t make contact to recharge. It¡¯s also pretty loud and distracting while it¡¯s running.

  
","Reviewed in the United States on February 24, 2020"
"1651","









  
  
    
  Love our roomba! With limited time and multiple kids it saves us time each week - pick up and hit go!

  
","Reviewed in the United States on February 24, 2020"
"1652","









  
  
    
  This was a gift for my son and he really likes it.

  
","Reviewed in the United States on February 24, 2020"
"1653","









  
  
    
  I love the roomba I have a golden retriever And it is great at picking up hair

  
","Reviewed in the United States on February 24, 2020"
"1654","









  
  
    
  Works great for hardwood floors and pet hair that has clumped up in hard to reach areas. However the roomba has no sense of direction and just randomly bumps into items and around the house and does not return to charger when finished so you have to hunt the thing down when it dies. Not very efficient with carpets.

  
","Reviewed in the United States on February 24, 2020"
"1655","









  
  
    
  The robot does a decent job of bouncing around the house cleaning, but it does not learn its environment or make a map so it doesn't vacuum efficiently and I am never sure what rooms got covered. The purpose of the wifi is pretty limited. I have mine connected to my Echo and I can say ""Alexa tell roomba to clean"" and it will start the robot. This is nice because the charging dock is under a cabinet where it camps nicely out of the way, but also where I couldn't easily push the clean button on top. The app only shows that a job is started or finished, how long it took and if the robot got stuck or ran out of battery. I can remember only one time that the robot left it's base, cleaned for an hour and then made it back to its base by itself to charge. It usually just runs out of battery after about 1.5 hours and I find it somewhere in the house. After vacuuming for an hour and a half, the bin is always full of dust and crumbs. I keep a clean house and have a cleaner come twice a month. If you don't have a robot vacuum, you are likely living in filth and just don't know it. There are some obstacles it doesn't handle well. It will get wedged under my futon if I don't put something in place to block it from going under. If there is a phone charging cable on the floor it will get tangled up in it. Sometimes it sees dark lines in the carpet and turns as if it is the edge of a cliff. Jarvis (what I named my roomba) is kind of a dick to my one year old son and I think the experience will put some deep seeded mistrust of robots in his psyche.

  
","Reviewed in the United States on February 24, 2020"
"1656","









  
  
    
  n/a

  
","Reviewed in the United States on February 24, 2020"
"1657","









  
  
    
  Doesnt like one of my rugs but knew that going into it. Recommended to a friend already.

  
","Reviewed in the United States on February 24, 2020"
"1658","









  
  
    
  Don¡¯t waste your money, I literally made a pile of hair and dirt right in its path and it went right over it and all it did was spread it around.

  
","Reviewed in the United States on February 24, 2020"
"1659","









  
  
    
  Love how it just works on schedule and easy maintenance

  
","Reviewed in the United States on February 24, 2020"
"1660","









  
  
    
  Perfect for cleaning up dog hair.

  
","Reviewed in the United States on February 24, 2020"
"1661","









  
  
    
  Works great with cat hair

  
","Reviewed in the United States on February 24, 2020"
"1662","









  
  
    
  Does not redock itself,. Stops wherever power runs out. May be where I have my docking station.

  
","Reviewed in the United States on February 24, 2020"
"1663","









  
  
    
  Works great all over my house. Best Purchase a woman can make.

  
","Reviewed in the United States on February 24, 2020"
"1664","









  
  
    
  As advertised! Great for pet hair (I have 3 dogs and 2 cats). Doesn¡¯t do carpets well, but fortunately I have mostly hardwood floors.

  
","Reviewed in the United States on February 24, 2020"
"1665","









  
  
    
  Great to run while I am away and does a good job on  the dog hair

  
","Reviewed in the United States on February 24, 2020"
"1666","









  
  
    
  I does an ok job of picking up dog hair when it runs but it gets stuck under furniture, etc at least 3 times every cycle. The amount of time I have to spend taking it apart to clear hair and debris from the wheels, I could have just vacuumed manually. Seriously, it¡¯s about once a week for 15 min fixing it. I wish I had returned it but kept wanting to want to like it.

  
","Reviewed in the United States on February 24, 2020"
"1667","









  
  
    
  Picks up stuff the vacuum missed. Love the little guy.

  
","Reviewed in the United States on February 24, 2020"
"1668","









  
  
    
  iRobot Roomba 675 is definitely a must have for busy people who have no time to spend vacuuming or sweeping manually.  You can just leave it on and it will work on its own.  It is easy to clean and dispose the dirt it gathered.Apparently, it would really be helpful if the App works in my region (Middle East), we cannot download the app and because of that we have to manually press iRobot ON and to DOCK all the time.  Hoping they could do something about it.

  
","Reviewed in the United States on February 24, 2020"
"1669","









  
  
    
  It helps me with the daily vacuuming I did because of the three cats I have. It¡¯s a time saver for sure. I love it!

  
","Reviewed in the United States on February 24, 2020"
"1670","









  
  
    
  good

  
","Reviewed in the United States on February 24, 2020"
"1671","









  
  
    
  This is great for keeping things clean but not a replacement for a real vacuum

  
","Reviewed in the United States on February 23, 2020"
"1672","









  
  
    
  So easy to use!

  
","Reviewed in the United States on February 23, 2020"
"1673","









  
  
    
  I have had this Roomba for 3 months. The reviews were amazing. To this day, I still cant get it to connect to the internet for programmed cleaning, and when it is manually started it will run for over an hour. It bangs around into things, and has learned the house somewhat. It picks up dog hair but will roll right over dead grass the dogs drag in from the yard. It's okay, but I still have to use the shop vac before I mop.

  
","Reviewed in the United States on February 23, 2020"
"1674","









  
  
    
  My floors have never looked better

  
","Reviewed in the United States on February 23, 2020"
"1675","









  
  
    
  Room to room with different surfaces is most impressive

  
","Reviewed in the United States on February 23, 2020"
"1676","









  
  
    
  Love it

  
","Reviewed in the United States on February 23, 2020"
"1677","









  
  
    
  Works good but loud. This is my first robot vac so I  don¡¯t know how it compares to others

  
","Reviewed in the United States on February 23, 2020"
"1678","









  
  
    
  Maping

  
","Reviewed in the United States on February 23, 2020"
"1679","









  
  
    
  I love it ! Works great, a little loud, but saves me a lot of time cleaning

  
","Reviewed in the United States on February 23, 2020"
"1680","









  
  
    
  The cheaper robot vacs work better with more suction. Worn out my last one and thought I would upgrade to a better model oops that was a mistake. Suction is terrible and I suggest you do a little more research on these types of vacs.

  
","Reviewed in the United States on February 23, 2020"
"1681","









  
  
    
  It does a great job picking up pet hair

  
","Reviewed in the United States on February 23, 2020"
"1682","









  
  
    
  Very happy with quality for the price! Have 5 dogs and 2 cats and run it every day and it fills up nicely! Does get stuck here and there but I¡¯ve had previous vacuums that got stuck EVERYWHERE so I highly recommend this one.

  
","Reviewed in the United States on February 23, 2020"
"1683","









  
  
    
  Great vacum

  
","Reviewed in the United States on February 23, 2020"
"1684","









  
  
    
  Great

  
","Reviewed in the United States on February 23, 2020"
"1685","









  
  
    
  850 square foot apartment. Dog and a cat. So convenient and effective!

  
","Reviewed in the United States on February 23, 2020"
"1686","









  
  
    
  Cleaned very well. A tad noisy.

  
","Reviewed in the United States on February 23, 2020"
"1687","









  
  
    
  I love my new Alice , that¡¯s what we named her.. for the one who remembers Alice from the Brady Bunch always made everyone happy.

  
","Reviewed in the United States on February 23, 2020"
"1688","









  
  
    
  We love it. Just program and forget it. Sometimes it gets stuck, but that a minor problem. It cleans quite thoroughly.

  
","Reviewed in the United States on February 23, 2020"
"1689","









  
  
    
  Definitely not for deep cleaning as it misses a bunch of dirt.  Need to dump daily.  Also, gets stuck a lot, even when you think there¡¯s nothing to get stuck on it finds a ¡°cliff¡±.  Set to operate while at work but it never could finish without getting stuck.  Also, it¡¯s very loud so to use it while you¡¯re home is annoying.

  
","Reviewed in the United States on February 23, 2020"
"1690","









  
  
    
  Awesome Christmas gift

  
","Reviewed in the United States on February 23, 2020"
"1691","









  
  
    
  This has changed my life. I work full time and have two long haired dogs and two kids. Vacuuming on the weekends just wasn¡¯t cutting it.I set Roomba up to clean every morning at 8am right after we leave. I know some people are worried about the dog poop thing, but my thought is if you have it set up to go right after you leave for work, then the pets have just been outside.Another perk is that my dogs HATE the regular vacuum cleaner, but they don¡¯t mind Roomba at all -not even when it bumps in to them.Now and then the Roomba can¡¯t find its way back to the charger and just keeps going and going until the battery runs down.  But that doesn¡¯t bother me- I will get a notification that Roomba cleaned for 2 hours and 35 minutes but then ended the job with low battery. You can imagine how great the floors look after being vacuumed for that long!

  
","Reviewed in the United States on February 23, 2020"
"1692","









  
  
    
  I¡¯ve had this 675 series for  nearly 2 years I just bought new filters only room brand for 49 dollars brand new brushes  I use at least 2 s a day with 4 dogs and grandkids in n out  this was the perfect gift for my daughters new home hope she will live as much as I do

  
","Reviewed in the United States on February 23, 2020"
"1693","









  
  
    
  It is the greatest

  
","Reviewed in the United States on February 23, 2020"
"1694","









  
  
    
  I absolutely love <U+2764><U+FE0F> this thing!!! I got it from Amazon Warehouse for a lot cheaper then buying it new and it came in the original box <U+0001F4E6> with all the packing as if new. It looked like someone opened the box then closed it and returned it. It had all original parts and booklets and was still in the new wrapping. The booklet says to charge for 3 hours but I recommend charging longer before you use it for your first sweeping <U+0001F9F9> job. It was really easy to hook up to WiFi and the Roomba/iRobot app gave you step by step easy instructions that I believe anyone could follow and set up this lil guy. The app allows you to control the Roomba and start/stop jobs; return to the dock; and make it play sounds when you want to find it in your home.  It dose excellent in the space I have it set up for and cleans 3/4 rooms no problems. I honestly was shocked after emptying the dirt/dust bin on this and seeing how much was in it considering I gust swept <U+0001F9F9> my floors with my Shark and Dyson about 2 days prior to running the Roomba for the first time. It dose good on carpet but obviously it will not deep clean the carpet as a standard vacuum. It handle the thick rugs no problem and leaves the hardwood and linoleum/tile floors spotless! I run it every day and am truly amazed on how much it picks up! It would do great at picking up pet hair as well. I am very satisfied with my purchase and may be ordering a second one for the other portion of the house <U+0001F3E1>. This thing saves so much time it is incredibly! Instead of sweeping sweeping every day or every other day I can sweep once a week or every other week with my traditional vacuumed and my house is spotless. My floors have never been cleaner and I am not ashamed to say it¡¯s because of my Roomba!

  
","Reviewed in the United States on February 23, 2020"
"1695","









  
  
    
  I like it overall. It will get up the dog hair dust bunnies.Frustrating that it seems to take a long time to cover an area and have to redirect it a lot to keep from cleaning same area over and over. But overall good

  
","Reviewed in the United States on February 22, 2020"
"1696","









  
  
    
  This roomba works much better than my previous ones.  I love the app and the ¡°dirt events¡±.

  
","Reviewed in the United States on February 22, 2020"
"1697","









  
  
    
  Best vacuum I ever purchased! I have bought many and this one saves me so much time. I love it

  
","Reviewed in the United States on February 22, 2020"
"1698","









  
  
    
  It works! Kinda quirky, and random, but it does clean up

  
","Reviewed in the United States on February 22, 2020"
"1699","









  
  
    
  I purchased this at the recommendation of my old boss who is one of the most meticulous people I know, and I¡¯m super meticulous. I couldn¡¯t be happier with ¡°Rosie¡± (that¡¯s what we named her)  we have two dogs and lots of leaves that get tracked inside daily. Rosie does such  an amazing job from carpet to hardwood floors collecting everything, getting under the beds, getting into the corners and the right corners. I love that it works with Alexa and that she can be scheduled to start and stop. She just does her thing for a couple of hours. All I know is that my floors have never been cleaner. I feel my home is cleaner as she sweeps everyday for a couple of hours. So worth the investment.

  
","Reviewed in the United States on February 22, 2020"
"1700","









  
  
    
  Doesn¡¯t clean well

  
","Reviewed in the United States on February 22, 2020"
"1701","









  
  
    
  Absolutely love it and recommend to everyone

  
","Reviewed in the United States on February 22, 2020"
"1702","









  
  
    
  Our vacuum gets stuck everywhere and never is able to complete a job. It has a hard time docking itself correctly to charge and doesn¡¯t do a good job cleaning

  
","Reviewed in the United States on February 22, 2020"
"1703","









  
  
    
  Cleans well on carpet

  
","Reviewed in the United States on February 22, 2020"
"1704","









  
  
    
  I like everything about this product. It does the work for you.

  
","Reviewed in the United States on February 22, 2020"
"1705","









  
  
    
  This little guy works wonders. It will occasionally get hung up on the bathroom rug or a charging cord I forgot to pick up, but this are my fault, not the Roomba¡¯s. I love that I can have it run around the apartment while I¡¯m at work and come home to a vacuumed apartment.It¡¯s not a direct replacement for cleaning your place as it will occasionally miss a spot or two, but for keeping the place tidy in between full cleanings it can¡¯t be beat.

  
","Reviewed in the United States on February 22, 2020"
"1706","









  
  
    
  If you have no pets and you and your family are bald this is the vacuum for you. We had the deebot before and it worked like a gem! Wanted to ""upgrade"" and bought this and it's 100x worse than than using a broom. Seriously. Do not buy this. Buy the deebot

  
","Reviewed in the United States on February 22, 2020"
"1707","








  Your browser does not support HTML5 video.

  <U+00A0>I have a lot of flooring and a husky dog . Everyday I was vacuuming and then I finally broke down and got this robot vacuum . It gets stuck a lot more then I prefer , usually after its done vacuuming so that¡¯s a plus . My issue , it can¡¯t find the docking station that often , it  gets lost . We have moved it several times and it¡¯s still and issue not every time but often .I am wondering if I have to much flooring ? I think it¡¯s 1300sqft downstairs .. all hard flooring with a few carpets .I think it¡¯s worth the cost and I love the concept of this iRobot vacuum . I¡¯m almost thinking of getting 2 of them so they can work together and hopefully one will make it back to a docking station . I¡¯m even thinking of the mopping one . I recommend this vacuum even with the issues I have , because so far my floors look so much better no more dog hair . Plus I¡¯ve paid well over $200 for a vacuum that I have to do all the work and our time is valuable right ? It¡¯s nice not worrying about cleaning the floors all the time .. now onto the mopping one next..This vacuum also does well well on carpets and gets all the hair off them too .

  
","Reviewed in the United States on February 22, 2020"
"1708","









  
  
    
  This thing just works, it gets stuck now and then but the amount of dust and dirt it grabs is absolutely disgusting! I run it 3 times a week, every time I empty the bin its full of dust.If you have a busy lifestyle this is a must, set the times up on the app and forget about it. Empty the bin every few days and that's it, never sweep again!

  
","Reviewed in the United States on February 22, 2020"
"1709","









  
  
    
  When I got mine for Christmas the first time I used it it was great. Then it was where it was skipping rooms or staying in one room and going over the same place a hundred times. I¡¯m not sure what¡¯s going on. But I¡¯d rather vacuum my own floors. I know they are clean!!

  
","Reviewed in the United States on February 22, 2020"
"1710","









  
  
    
  I love my rumba it help me to maintain the house clean

  
","Reviewed in the United States on February 22, 2020"
"1711","









  
  
    
  Returned, not impressed.

  
","Reviewed in the United States on February 22, 2020"
"1712","









  
  
    
  Love rumba, it has made life easier. Love that it gets under the counters with the rotating brush! Ours is named Jeffery!

  
","Reviewed in the United States on February 22, 2020"
"1713","









  
  
    
  He gets in corners and under furniture very well and gets all the dust and hair on the surface of floors and rugs. He sometimes gets stuck on plush (> 1"" thick) bathroom rugs because he thinks he's going to fall off a cliff. He can only run for about an hour and a half to two hours a day and sometimes can't make it back to home base in a house with 2,200 ft©÷. Our floors are so much cleaner now.

  
","Reviewed in the United States on February 22, 2020"
"1714","









  
  
    
  I was a sceptical that this robot vacuum cleaner will be so usable at home, but I was wrong. Now I can save my time what I usually spent on cleaning. I like how its cleaning algorithm is tuned.

  
","Reviewed in the United States on February 22, 2020"
"1715","









  
  
    
  Perfect for dog hair intermittent to full house cleanings

  
","Reviewed in the United States on February 22, 2020"
"1716","









  
  
    
  I have a 1 bedroom apartment for work and it takes forever for it to clean it.  It usually runs out of battery and doesn't seem to have any rhyme or reason as to its cleaning method.  I got it to help clean up kitty litter that gets tracked around, but it would be easier to just vacuum myself.  Maybe it will be more beneficial in my home when I am back, but I doubt it.  Save your money and just use a normal vacuum.

  
","Reviewed in the United States on February 21, 2020"
"1717","









  
  
    
  Love Roomba. It has made more time for me.  The only thing is that ¡°she¡± gets confused. Sometimes does the same room many times and skips another. Also, sometimes has trouble recharging, so Roomba require more babysitting than I prefer. Customer service is superior!  All in all, I am a very content Roomba owner.

  
","Reviewed in the United States on February 21, 2020"
"1718","









  
  
    
  I dislike when it misses areas, but overall does a good job.

  
","Reviewed in the United States on February 21, 2020"
"1719","









  
  
    
  I love my Robbie!!  She does a wonderful job. I¡¯m spoiled now.

  
","Reviewed in the United States on February 21, 2020"
"1720","









  
  
    
  Indifferent. We named him Dustin Bieber. Half the time I thank him for vacuuming when I don¡¯t have time. The other half of the time I hear ¡°ERROR ERROR¡± and I have to go dig him out of whatever trouble he¡¯s gotten into. Usually he gets wary at the edge of the stairs and goes ¡°nope.¡± If you have shag carpet forget about it just lock the room and keep him away from there because he will get stuck. Rarely can he find his way back home to the charging station and I have to pick him up all dusty after spending and hour trying to find him and place him on it. His new thing is if you don¡¯t place him correctly to the cm on the charge he won¡¯t charge. He¡¯s basically like having an extra child around the house. Where is he, what¡¯s he getting into, oh great he found some cat puke and mashed It up and shot it everywhere.

  
","Reviewed in the United States on February 21, 2020"
"1721","









  
  
    
  Love it

  
","Reviewed in the United States on February 21, 2020"
"1722","









  
  
    
  Yes, my new Roomba 675 is my new best friend...  She runs through my home daily and makes me a happy lady.  My carpet is the type that shows when you walk on it, and Ruby, my Roomba fluffs it up.  Excellent job on carpet and hardwood!!!  Love it... Never thought it would do the great job that it does!

  
","Reviewed in the United States on February 21, 2020"
"1723","









  
  
    
  Thus is my 1st ever robot vacuum.  I have 3 dogs and 1 cat, 2 kids and a husband. I also dog sit 2-4 extra dogs per week. This has NO problem keeping up with our messes. 100% recommended! Had for about 4 months.  LOVE IT!  (Warerproof wood laminate flooring,with rugs)

  
","Reviewed in the United States on February 21, 2020"
"1724","









  
  
    
  After a month sitting in it¡¯s box, we finally opened it. We just needed something to help keep the house somewhat clean before our cleaning service come.  I did notice a few times it got struck when the surface is not flat. Just to makes sure it doesn¡¯t trip down the stairs, I used a chair when I leave it running upstairs.  Love it, been wanting to buy one for years.

  
","Reviewed in the United States on February 20, 2020"
"1725","









  
  
    
  Never returns to dock to charge. Takes over an hour to vacuum what I could vacuum in 20 minutes. Is loud and disruptive. When it¡¯s finally done cleaning I ALWAYS find stuff left behind like pet hair. Extremely dissatisfied and frustrated. Can¡¯t even figure out how to return this thing. Any advice on how to get my money back?

  
","Reviewed in the United States on February 20, 2020"
"1726","









  
  
    
  Definitely glad I got this. I have 3 dogs, and 3 kids, all hardwood floors, and this keeps everything so much cleaner than sweeping and the normal vacuum. I live next to the beach, so I always have sand coming in from outside. Only thing, is make sure u clean everything on the outside and the inside to prevent it from not charging correctly. But the maintenance is so easy, I am lifetime customer for sure. And so much cheaper (price NOT quality) than the other top name brands.

  
","Reviewed in the United States on February 20, 2020"
"1727","









  
  
    
  I love my Roomba.  It doesn't deep clean but if you deep clean then let your Roomba pick up after the family on an every other day basis, it's great.I have mostly hard floors and the battery has pretty good life .  Carpet takes more battery, but not bad and it docks itself and recharges automatically.As an extremely busy mom, wife, and professional who is gone from home a lot, it makes me feel so much better about the appearance of my house.  It has been worth the expense.It has a small collection chamber so has to be emptied with every other use or so, if you live on a farm and have a wood stove, indoor dog, and a 7 year old boy. =)Highly recommend.  It was recommended to me by my cousin, who loves hers as well.

  
","Reviewed in the United States on February 20, 2020"
"1728","









  
  
    
  We swept all the time before getting the Roomba.  We still sweep, but a hole lot less.  It is amazing how much dirt, hair and other junk it picks up!  Way more than a broom and dust pan can and it gets to places that are hardly ever cleaned finding the dust balls the drift to unknown places!

  
","Reviewed in the United States on February 19, 2020"
"1729","









  
  
    
  this thing gets stuck 50% of the time under the couch.

  
","Reviewed in the United States on February 19, 2020"
"1730","









  
  
    
  It really helps! I have a dog that looses a lot of hair daily. Having this vacuum had help me so much. I don¡¯t have to  clean every single day¡¯ I just let it go around the house and suck everything in

  
","Reviewed in the United States on February 19, 2020"
"1731","









  
  
    
  Love that it keeps the dog and human hair off the floor but it has horrible trouble getting caught on things and it never can find the home base <U+0001F644>

  
","Reviewed in the United States on February 19, 2020"
"1732","









  
  
    
  Love this, works awesome

  
","Reviewed in the United States on February 19, 2020"
"1733","









  
  
    
  His very bulky and heavy.  Doesn¡¯t get under all of our furniture.

  
","Reviewed in the United States on February 19, 2020"
"1734","









  
  
    
  We now have 3 and all are great.

  
","Reviewed in the United States on February 19, 2020"
"1735","









  
  
    
  This Roomba is not quiet, in comparison to a washer or dryer ... sure. We have to put the volume up pretty high on the TV to try and drown out the noise. It doesn¡¯t go under our couch which is a real bummer. We really needed it to go under our couch to pick up dog hair. It does pick up well on carpet and rugs so no complaints . If it¡¯s not near it¡¯s dock when you command it to dock it takes a while. Make sure your dog is against the wall or it just keeps bumping it until it¡¯s pushed against the wall and can shove its self onto it.

  
","Reviewed in the United States on February 19, 2020"
