",""X1"",""X2""";;;;;;;;;
"1520,""I’ve had two of these models break down in a year. The customer service was awful. The person on the phone gave me attitude about requesting they fix the machine. He told me to bring it to a vacuum repair shop and pay for a repair out of pocket as there are no ecovac repair shops in the USA. It was fairly insane. When it worked, it was fine. It could never find home, and got stuck on rugs. I spent a little more and got an iroomba and I’m much happier."",""Reviewed in the United States on October 27, 2019""";;;;;;;;;
"1521,""The price is pretty high for a random navigation robot. I had to return this product to get a deebot 900 which is only $245 with smart laser navigation and virtual boundaries using the deebot app.This robot is good for a small and a single room only. It will get stuck often and navigation inefficiently and miss a lot of spots.The good things are that this robot can schedule auto cleaning on the remote and the app. The suction is strong. That's about it. I personally don't like random navigation robot. It's pointless to have a robot which gets stuck and needs attention often and misses a lot of spots."",""Reviewed in the United States on October 26, 2019""";;;;;;;;;
"1522,""Do yourself a favor and keep shopping.  When the Deebot N79s is working, it is great.  After 10 months our first bot's main brush malfunctioned.  After a two week back and forth with customer service, we finally received a replacement.  Awesome, right?!  Well, after 10 months (seriously) the replacement bot's main brush malfunctioned, and once again we are without a robot vac.  The company has informed us that we are no longer covered by the 1 year warranty.  That is correct -- even though we had to receive a replacement because the product malfunctioned twice with the SAME EXACT ISSUE -- our replacement bot did not come with a warranty. I'm sorry, but this is absurd.  We will begin shopping for another robot vacuum because we love having one around, but we will not purchase anything else from this company."",""Reviewed in the United States on October 26, 2019""";;;;;;;;;
"1523,""Deebot crapped out barely over a year after purchase. For that much money,  I'd expect it to last a little longer than this.  I recieved an error message within the app once saying there was blockage somewhere, so I've tried cleaning out every possible area of deebot, even disassembling beyond what I probably should and still only cleans for 30 seconds then red light comes on and stops and beeps. Even when it did work,  it would constantly get stuck in a random location every night. It would only make it back to its charger about 10% of the time."",""Reviewed in the United States on October 26, 2019""";;;;;;;;;
"1524,""We are very happy with it. We have it set to clean every evening, and it starts up and takes off. There are a few spots in the house that give it problems: the wedge-shaped base of a floor fan, for instance. Every couple days we will find it stuck, plaintively beeping for help. Poor thing. Anyway, I'll pick him up and send it off in a different direction so he can finish his rounds. Sometimes he has trouble getting over a curled edge of an area rug and we will both look down from our television watching and offer words of encouragement. """"Come on, boy! You can do it!"""" Things are different, now that the children have gone."",""Reviewed in the United States on October 26, 2019""";;;;;;;;;
"1525,""Deebot worked great at first. But slowly over time it has become a pain in the butt. I've reached out to customer service a couple times and their response is to clean it. I have decided it is quicker to just use my old upright vacuum than constantly have to hunt this thing down, clean it and start it up again.  It stops in the middle of the room, stops under beds and furniture, unobstructed. there is no reason it couldn't bump and then keep going but no, it just stops. It has rarely and I mean rarely docked itself. Every day is a scavenger hunt trying to find Deebot. I've cleaned it and cleaned it, replaced parts. It isn't even a year old and this has been going on for months. I would not personally recommend this product. Unless you have nothing else to do but hunt down your vacuum cleaner."",""Reviewed in the United States on October 25, 2019""";;;;;;;;;
"1526,""LOVE my DEEBOT.  It is quite challenged by stairs/drop off.  Most of the time it gets stuck and I have to run upstairs and move it away from the edge.  Gets stuck on front door & patio door threshold.Leaves wheel marks more than I would like on the carpet... indentation, not spots/stains.I do not have it attached to my phone.  Wish it mopped the floor too. :-)"",""Reviewed in the United States on October 25, 2019""";;;;;;;;;
"1527,""I need to look for it every day since it usually gets lost or squared in between chairs or other furniture. But even with that  search activity I don't want miss it anymore. Ours is running every for the last 5 months. Batterycharge is usually good for a good hour on medium high carpet."",""Reviewed in the United States on October 25, 2019""";;;;;;;;;
"1528,""I bought this vacuum a little over a year ago and have had nothing but problems. I have a VERY small house and no carpet and this vacuum worked ok when it actually worked. I first had problems three months into owning. I emailed the company and they were always very prompt into messaging me back but always had suggestions on what I could do to get this thing to work. I have needed up taking this things apart more times than I can count with no results. They finally say they will fix it and send it back. It took over three months to get my vacuum back and then it has the same problems a few months later and not they say the warrant is up even though I haven’t had the new one very long. Their last advice to me was to “ hit the vacuum very hard repeatedly until it works” what wonderful advice. Let’s face it all I have ever wanted to do was “hit this vacuum very hard” all along. Do not waste your money with this vacuum!"",""Reviewed in the United States on October 25, 2019""";;;;;;;;;
"1529,""After 6 mos my deebot stop working. I tried to clean it as much as i can, charged it well but with no success.  How can i return it?"",""Reviewed in the United States on October 24, 2019""";;;;;;;;;
"1530,""Hard floors with deebot are a dream! I love the Wi-Fi capability. Out to dinner and invite someone over? No problem! You can turn it on from anywhere with your phone and vacuum your house before you come home! Very easy to use and care for. One of my favorite home gadgets! Rough estimate of about a thousand square foot of good cleaning on random before it needs to charge."",""Reviewed in the United States on October 24, 2019""";;;;;;;;;
"1531,""Well, I suppose this was not made for a home like mine.  First off the thing activates every time there is a power interruption, so it goes on in the middle of the night scaring the bejesus out of everyone.  Second and more important, it gets hung up on everything,  It is very cool having a robot vacuum, but not this, gets stuck under dressers, in any electrical cords, under chairs.....  Gave mine away and it wasn't cheap!!"",""Reviewed in the United States on October 24, 2019""";;;;;;;;;
"1532,""I waited a year to review my Deebot as I wanted to be sure it was going to continue to be as amazing as it was at the beginning and it is!  I attached photos...the full one is what was picked up by Deebot after being emptied before being run.  The empty one is me sweeping afterwards and moving the few pieces of furniture it cant go under.  Our Deebot is a life saver with our husky who goes in and out all day long.  It takes about 90 mins to run through 5 rooms and it is thorough!  It did used to ocassionally get stuck on rugs but we no longer have a rug in the area.  It's not too noisy but you can hear it zipping around.  I love the set and forget feature so it just runs every day and puts itself back to bed...you just have to remember to empty it.  I love my Deebot and would highly recommend it as an affordable alternative to the name brand bots."",""Reviewed in the United States on October 24, 2019""";;;;;;;;;
"1533,""My robot is not working anymore is it under warranty still I need a replacement one"",""Reviewed in the United States on October 23, 2019""";;;;;;;;;
"1534,""Unit just worked """"ok"""".  Stopped working after a couple of weeks, so they sent a replacement.  Replacement worked for a few months, and now just sits in a corner and emits 3 loud beeps with a red light.  Customer service of no help since they already replaced the first one.Stay away from this.  Not worth the relatively cheap price for a robot vacuum."",""Reviewed in the United States on October 23, 2019""";;;;;;;;;
"1535,""Do not buy this product.  It as failed at least three times and we had to you tube to trouble shot.  Now it is completely not working.  Beware of this products."",""Reviewed in the United States on October 23, 2019""";;;;;;;;;
"1536,""OMG, I should have bought this years ago!  I have a dog and a bird and our little Deebot goes around every night and I cannot believe what this thing picks up.  First off, it's grabbing peanut shells and other dirty garbage from around the bird cage.  I have no idea how much dust and stuff is getting into my house every day, but you could probably eat off of my floors!  The bottoms of my feet are always clean and I never step on tiny little crumbs of stuff to poke into my skin.  This thing is awesome, it's a dynamo."",""Reviewed in the United States on October 23, 2019""";;;;;;;;;
"1537,""Clean the dust and whatever is found."",""Reviewed in the United States on October 23, 2019""";;;;;;;;;
"1538,""I adored this vacuum, it picked up all the dog hair from our very large dogs and was great for our hardwood floors and rugs. It lasted 18 months after running it almost everyday and just stopped charging. It lived a good life but not a very long one."",""Reviewed in the United States on October 23, 2019""";;;;;;;;;
"1539,""Worked fairly well for about a year, then it started having various issues. The motor just blew out on the main brush last week. Very sad. It had helped to battle the dog hair."",""Reviewed in the United States on October 22, 2019""";;;;;;;;;
"1540,""Like:  Keeps hair up, off rug!  Dislike:  Gets stuck under different places!"",""Reviewed in the United States on October 22, 2019""";;;;;;;;;
"1541,""Work good for about 5 months,  now  just charges does nothing, try cleaning , rubbing contact on end like they said 3 times  every 2 minutes and nothing worth less"",""Reviewed in the United States on October 22, 2019""";;;;;;;;;
"1542,""I bought a deebot in February 2018, noting that it had a two year warranty. Recently it began loosing it's charge. I debated replacing the battery or purchasing a new one. I decided on buying the updated version of the one I had been using. I am SO glad I did. The new one runs for two hours. The most I got from the old one was 45 minutes. It doesn't get trapped nearly as often as the other one did. I use it for hard floors only. We have short shag in the bedrooms. We keep the Deebot out of those rooms. We have a LOT of hard floor, three dogs (2 long haired) and two cats. I run it several times a week and it picks up everything. Wonderful!!!"",""Reviewed in the United States on October 22, 2019""";;;;;;;;;
"1543,""So, overall, this is a great product. My problem is that despite dilligently maintaining my Deebot, it quit working after 13 months which was right outside the warranty window. Fun stuff."",""Reviewed in the United States on October 22, 2019""";;;;;;;;;
"1544,""It is helpfull and my wife is happy to clean the house especially under the bed"",""Reviewed in the United States on October 21, 2019""";;;;;;;;;
"1545,""Easy setup and works with the phone ap. Surprising the amount of dust and dirt that it picks up, even after the cleaning service cleans the house. Wish it would notify me when it gets stuck. It does not seem to remember where the home base is. It works better when the home base is in a main traffic area so it has a better change of picking up its signal."",""Reviewed in the United States on October 20, 2019""";;;;;;;;;
"1546,""Beware!! Malfunction within 13 months of buying and normal use. When I reached out to the ECOVACS customer support and showed them proof of purchase they replied that they will not replace/repair because the one year warranty expired as of August! They did not offer any other solution. Now I have a large paper holder and I ha e to spend $200 plus on another machine!!"",""Reviewed in the United States on October 20, 2019""";;;;;;;;;
"1547,""Stopped working less than a year after I bought it. When I contacted customer support the rep told me to take something off, clean it, unscrew something else.. I didn't pay this much money to have to work on it myself. Should have bot a Roomba <U+0001F612>"",""Reviewed in the United States on October 20, 2019""";;;;;;;;;
"1548,""Value for the money I recomend wof like me you cant or dont want to pay triple the price for little return on investment.We have a GSD that sheds a lot. This is the perfect mid day hair cleaner, it gets the majority of surface debris. Has a habit of getting stuck under some furniture with oystering on the bottom (large enough to enter at some points but then gets lower to the floor causing it to get stuck). It has never fallen down the stairs and is normally smart enough to find it's way out from under furniture. However, it will find any small kids sock or rope dog toy to suffocate on necessitating a rescue. My only real comment is that it's not a super deep clean on thick rugs, so dont expect to never vacuum. As a twice daily auto cleaner it's hard to beat and keeps the house looking less like the dog is purposely shedding.After two months I had to replace the sweepers. If I have any problems I'll update again."",""Reviewed in the United States on October 20, 2019""";;;;;;;;;
"1549,""I’ve had this robot for about 10 months now.  This was by far the best purchase!  It does a great job sweeping up after my family and our two dogs!  It cleans like a champ!"",""Reviewed in the United States on October 20, 2019""";;;;;;;;;
"1550,""We have a 1500sqft area we use it for.Often the battery does not last for that are. It often gets stuck on 2 of our rugs.Love that it does it for meNote manual states it can fall down stairs. Ours does not."",""Reviewed in the United States on October 19, 2019""";;;;;;;;;
"1551,""Used this initially to replace broken standard vacuum.  Did lots of research and bought this one.  Was very pleased for a good while, both in cleaning, charge and app use.  However performance is starting to diminish  I have been very consistent in cleaning and servicing as well as replacing parts as indicated.  I know it’s not totally programmable but in auto mode it seems now to go more over the same areas again and again then all over.  The app has stopped allowing me to manually direct it like it did when I first downloaded it so that’s a pain.  It also seems harder for it to locate the charging base as easy as it did when it was newer."",""Reviewed in the United States on October 19, 2019""";;;;;;;;;
"1552,""Stopped working right after 12 months. We did a good job in keeping it cleaned and we’ll make Raines. Changed brushes and filters every 3 months and yet it does.  The main brush malfunctioned. ECOVACS didn’t offer to replace. The customer service rep mentioned they would send me an email to follow up and never received it. Over all, terrible experience. I would recommend buying a well know brand and save your money."",""Reviewed in the United States on October 19, 2019""";;;;;;;;;
"1553,""This product can’t be any less compatible with Alexa. It also, after 5 months, has decided it only wants to run backwards, which isn’t efficient at all. I would strongly discourage anyone from buying this."",""Reviewed in the United States on October 19, 2019""";;;;;;;;;
"1554,""Do not buy I would recommend buying the I robot. I bought this a little over a year ago and it sits on the charger and beeps. I called customer service twice first time I was told to clean the main brush. I did that and it did not fix the problem. The second time I called I was told to do the same thing it took for ever to get them to understand I already did it then I was told I needed a new battery guess what that didn’t work either. I did some internet research and found out this seems to be a common problem."",""Reviewed in the United States on October 19, 2019""";;;;;;;;;
"1555,""I bought this robot vacuum because it was on list for robot vacuum reviews as best robot vacuum on a budget. Turns out they were right! I thought I had a good vacuum but this thing picked up so much stuff! I had a friend with a dog come visit for a couple days awhile back and I was finding dog hair all over. This vacuum had plenty of dog hair in it that I hadn’t gotten.This isn’t a fancy robot vacuum that maps out where obstacles are and it does get itself stuck from time to time but it is definitely worth getting if you’ve always wanted a robot vacuum but don’t want to spend a lot. It does work with Alexa and there’s an app for your phone to program cleaning schedules and such. I have this run while I’m at work. It does a great job!"",""Reviewed in the United States on October 18, 2019""";;;;;;;;;
"1556,""This vac does a great job keeping up with the hair from my German shepherd husky mix. It does awesome on hardwood and really good on carpet. Customer service and warranty are both awesome."",""Reviewed in the United States on October 17, 2019""";;;;;;;;;
"1557,""Bought this less than a year ago and worked fine until the silver pin inside the hinge of the drawer fell out while it was cleaning the floor.There is no where for me to request a standard 1 year warranty claim.If I was able to receive that part via a warranty claim I would adjust my star ranking accordingly."",""Reviewed in the United States on October 17, 2019""";;;;;;;;;
"1558,""I got this 15 months ago when it was on a promotional price. I had been thinking about a robot vacuum for a while, so it seemed like a good idea. It did a pretty good job of navigating and cleaning my hard surface floor, with a mild propensity to get caught under the dishwasher.Unfortunately, at the end of last month, I started getting main brush errors. I have been good with changing brushes and washing filters, so I was surprised. I changed everything out as support suggested, along with a few other steps, and no improvement.There is no service center in the USA. Parts are not available - turns out the motor failed. And I’m two months out of warranty. So, I’ve got a fancy brick that beeps. Can’t say I’m super pleased about that at this price point."",""Reviewed in the United States on October 16, 2019""";;;;;;;;;
"1559,""This might be my favorite purchase I’ve made and my favorite vacuum unfortunately to my husbands demise who works at a vacuum company. I love that I don’t have to do a thing. I’m sort of disappointed however that after changing internet companies as well as having it in storage for a few weeks while we moved that it will not connect to the Internet and is offline. I haven’t a clue how to redo it. However the little robot vacuum still suctions like it is brand new and is easy to charge."",""Reviewed in the United States on October 16, 2019""";;;;;;;;;
"1560,""Does not work with 5G network and I can't sync anything to it now. Also it gets clogged very easily"",""Reviewed in the United States on October 16, 2019""";;;;;;;;;
"1561,""Love, love, love! Firstly, I have fibromyalgia,  and work (mostly standing/walking) over 40 hours each week. This means very little energy left for housework.Secondly, I have 3 cats, hardwood floors, and area rugs. One of my sons sent me the Deebot as a gift, and it's been a lifesaver! Keeps my floors tidy, transitions between area rugs and hardwood floors smoothly, and ensures there are no dust bunnies hiding under the couch or loveseat.I've been using it almost daily for several weeks, and it has failed to return to its charging base only once."",""Reviewed in the United States on October 16, 2019""";;;;;;;;;
"1562,""I've had this machine for 2 years and all I can tell you is that it will find the 1 spot that it gets stuck and gravitate to it and spin in circles. You have to babysit the thing and it rarely cleans where you need it to. Save your money and buy one that has mapping capabilities. Or just use a regular vacuum."",""Reviewed in the United States on October 16, 2019""";;;;;;;;;
"1563,""I run it at least once a week.  Can't say enough good things about this appliance.  My daughter, sister, niece, and soon 3 of my great nieces will have this robot.  Saves me so much time!!!  This seems to be a great brand.  All of us have had this robot for over a year without a problem.  I use my remote to edge a room, circle the area under the bed, etc."",""Reviewed in the United States on October 16, 2019""";;;;;;;;;
"1564,""I've had this for about 18 months. I turn it on once every 1-2 weeks. My only gripe is the battery seems to be failing. After 30-40 minutes it's almost dead."",""Reviewed in the United States on October 15, 2019""";;;;;;;;;
"1565,""Great robot vacuum for the price! The app and remote works well. It comes with a cleaning tool which is useful and is generally good at vacuuming the apartment."",""Reviewed in the United States on October 15, 2019""";;;;;;;;;
"1566,""Love mine so much. Saves me so much time. It also forces me to pick up my pets' toys so they don't get all sucked up, so it helps me clean too!The only thing is it doesn't """"go home"""" or back to its charging station very well. But I don't mind and i just carry it back after I empty it."",""Reviewed in the United States on October 15, 2019""";;;;;;;;;
"1567,""Eh. I don't know what I was thinking. This thing probably works great for people with hardwood floors only and maybe a hairless pet. I have 6 dogs. One is a husky. I turned this thing on right out of the box and found it 10 minutes later hiding in the corner crying and drinking a beer.No seriously, the compartment is too small. It is NOT for pet hair. Otherwise, the suction power is off the chain. (That means good)I sold it on Facebook marketplace for 90$."",""Reviewed in the United States on October 14, 2019""";;;;;;;;;
"1568,""I ordered this vacuum back in January 2018 and didn't end up beginning to use it until July or so of 2018, because I was waiting for my house to be re-tiled.  So, I finally pulled it out and began using it.  The program set up was easy, and it worked awesome at picking up dust, hair, debris, and etc.  I changed the filters, brushes, and cleaned out the collection bucket on schedule, as it cleaned my house once per day.  It seemed to learn the in and outs of my house.  Around January of 2019 it stopped working, so I picked it up to inspect the bottom and had found that the rubber tread of the wheels had torn or cracked then torn.  I contacted the EvoVac customer service and they told me to send it back and they would replace with a new unit free of charge.  So, I sent it back, and waited for my new vacuum to come.  Once it arrived I reset it up, and we were off and running again!!!  It is now October 2019, and I turned it over again to do regular maintenance on it such as the filter, and brushes and noticed that one track had cracked and fallen apart again.  I love this machine for everything else, but now I have to contact the manufacturer again in regards to the wheels.  It appears to be a design flaw and that once the rubber cracks and breaks off you can not just order a new track to replace it.  This sucks!!!  I would really love to give this a 5 star, but the treads keep wearing out after about 6 or so months, and there is no way at this time to simply replace them without returning the whole unit.I will write another update once I get in touch with the manufacturer in regards to returning the item for a new one, yet again...……  This seems to be a major design flaw with this model, so keep this in mind when you purchase.  I may have to look at another brand, otherwise I really like this little guy!!!"",""Reviewed in the United States on October 14, 2019""";;;;;;;;;
"1569,""If you have hardwood floors or very thin carpet it’s okay but thicker than very thin it gets stuck. The longest we ever get to use this is two minutes and it gets stuck. Our carpet isn’t that thick and no shag. Very disappointing and the warranty is even more sad."",""Reviewed in the United States on October 14, 2019""";;;;;;;;;
"1570,""I love this product does a excellent job compared to my old Roomba"",""Reviewed in the United States on October 14, 2019""";;;;;;;;;
"1571,""We loved the Deebot until it started to go off by itself at midnight every. single. night. Prior to this, it was great - picked up hair and light debris (would not be good for anything heavy). It was the perfect assistant to the full-time vacuum, making it easier to clean the floor in less time.Approximately nine months into using the Deebot, it started going off on it's own waking up the entire household at midnight each night. We started to trouble shoot immediately and quickly contacted customer service.  Long story short, we have jumped through a million (slight exaggeration) hoops -- removed the app from our phone, unplugged the charger, took out batteries, reset the unit, took out batteries from the remote....everything they told us to do.....AND NOTHING HAS WORKED. Not only is it a little disturbing that this machine goes off by itself for some unknown reason, it is also incredibly frustrating that we have been in almost daily contact for the last month trying to remedy the problem. It could have been a forever relationship, but at this point it's time for this romance to come to an end.....it's not me, it's you! Stop turning on when you are unplugged and disconnected! We could get back together if you would just vacuum when I turn you on and stay in your home base when I don't need you."",""Reviewed in the United States on October 14, 2019""";;;;;;;;;
"1572,""I got this a couple months ago to try and stay ahead of the hair from one cat, one dog and 3 long haired girls.  It has done a fantastic (if not a little repulsive) job doing just that!  I have polished concrete floors with area rugs scattered throughout the house.  It does just fine on all but two of them.  It gets tangled in the cowhide rug because the hairs are up to 3"""" long and it gets stuck on a light colored rug with black lines on it.  I think she thinks its a drop off because she's not tangled in anything.  I haven't connected it to alexa or my wi-fi yet, but love it so far!"",""Reviewed in the United States on October 14, 2019""";;;;;;;;;
"1573,""We have owned other manufactures in the past and they didn’t do half the job this will do.  It’s very quiet, long battery life and amazing the amount of dirt it will pick up.  We run it almost every other day and it has made a big difference.  I wish the app would show you where it’s been and having the ability to set up virtual walls to prevent it from going in other rooms."",""Reviewed in the United States on October 13, 2019""";;;;;;;;;
"1574,""This product will begin to malfunction after the warranty goes out with no indication as to what the problem is. In particular, the vacuum starts beeping non-stop for no reason. If you plan to buy then plan to throw it away in a year. Total junk.See the picture below on what you can expect to see."",""Reviewed in the United States on October 13, 2019""";;;;;;;;;
"1575,""Gets a little obsessed with places it has gotten stuck."",""Reviewed in the United States on October 13, 2019""";;;;;;;;;
"1576,""Only one year of purchase and it no longer works well, the lasting quality in a machine is very important, if you want something durable, this equipment is not what you need, good luck"",""Reviewed in the United States on October 13, 2019""";;;;;;;;;
"1577,""We initially loved the vacuum as it did great with picking up dog hair. However our problem is that it turns on at midnight every night. This is not caused by a setting issue. We spoke with customer service and they did a trouble shoot but that did not work. They ended up replacing our first one. However after a few months the replacement has done the same thing and said that our warranty is now out. The solution was to turn the vacuum off every night and back on in the morning. Now it is beeping for no reason at 4 am until it is turned off."",""Reviewed in the United States on October 13, 2019""";;;;;;;;;
"1578,""I suppose you get what you pay for. It runs completely randomly so be sure to """"prep"""" your house before you make it run.If it loses power, it'll erase all the schedules you had preset. Frankly all this was ok to us given it was so much cheeper than other automatic vaccums and it gave us a fairly clean house. Fast forward 1.5 year after purchase : it has a motor malfunction now that can't be fixed cause """"it's out of warranty, and also we don't have a service center just yet """". I'm never buying Deebot again and neither should you."",""Reviewed in the United States on October 12, 2019""";;;;;;;;;
"1579,""When I first bought my deebot I loved it.  I set the schedule to clean everyday will I’m out of the house. It would run and be docked by the time I get home.  After a few months it would start to loose battery and die early, not making it back to the dock.  The seller exchanged it for another one which was cool, kudos for customer service.Unfortunately though, within 6 months it started to forget its cleaning schedule. First I had to reset it about every month, now almost weekly.  If you want to run it manually every time it’s not a big deal";" but if you want a set it and forget vacuuming solution this isn’t the one.Maybe they can release a firmware update that addresses this."",""Reviewed in the United States on October 12, 2019""";;;;;;;;
"1580,""This was my second unit, exchanged for after the first unit died within a week. The second worked fine for a few months, then got twitchy with charging properly and finding its way back to the charging base. Now it's toast. Not worth the money or the hassle, since it's essentially a disposable item. Wish I'd bought the warranty!"",""Reviewed in the United States on October 12, 2019""";;;;;;;;;
"1581,"" After 6 months, it starts beeping and I cant get it to stop....."",""Reviewed in the United States on October 12, 2019""";;;;;;;;;
"1582,""Item broke after 1 week."",""Reviewed in the United States on October 12, 2019""";;;;;;;;;
"1583,""I couldn't speak highly enough about this and recommended it to all my friends - especially those with dogs. It was great for daily runs between the 2x/week vacuuming with the real vacuum! Then it suddenly just started running for a few mins then stopping & flashing the red error light. I've always maintained it, changed the filters, cleaned them, etc - so I have no idea why it stopped working. Of course it's a few months outside of the service eligibility window. Now I'm understanding why people will pay $200 more for a name-brand - they last much longer. This one only last 9 months."",""Reviewed in the United States on October 11, 2019""";;;;;;;;;
"1584,""Does the job and is nice to have for my main floor. Does get stuck quite a bit and has some trouble finding home but for the price this is a good buy and does help keep the floors clean. Easy to sey up, easy to clean out."",""Reviewed in the United States on October 11, 2019""";;;;;;;;;
"1585,""After 3 months and now it will not charge.  I'm behind frustrated.  Never again<U+0001F624>"",""Reviewed in the United States on October 11, 2019""";;;;;;;;;
"1586,""Worked very well until then, but now it does not hold a charge any longer."",""Reviewed in the United States on October 11, 2019""";;;;;;;;;
"1587,""I got this as a Christmas (2018) gift from my husband.  It will not charge anymore.  The green light for the charging dock is on, and if I jiggle the vacuum, it will charge for only seconds.  Extremely disappointing..."",""Reviewed in the United States on October 11, 2019""";;;;;;;;;
"1588,""We have had the product for a little over a year. Our DeeBot """"Dusty"""" as we know him has done a pretty good job until now. He isn't great on our bedroom carpet because its kind of thick but he handles all the other rooms of the house quite well. The problem is recently Dusty started randomly beeping. He makes a series of Beeps on his charger quite loudly. He beeps 4 times quickly then again and then one more time. It is loud and annoying and we don't know why. We looked it up and some people say it is an issue with the battery some say it is the collision sensors. We changed the brushes, cleaned the sensors, anything we could do to help him. Still no luck . When I look up my order on Amazon it says the product support window closed 10 months ago. So not sure what that means. If you buy I guess purchase a protection plan. If the manufacturer sees this and is willing to help us figure it out we would be happy to raise to 5 stars if you can help us get this issue resolved."",""Reviewed in the United States on October 10, 2019""";;;;;;;;;
"1589,""This Bot has outperformed Its reviews.  I have 2 dogs and a cat. I was vacuuming and dusting 3 times a week. I have a cheap vacu-bot now but it was no help and I had to manually charge it which I hated. I now only dust every 2 weeks and spot vacuum, under and behind things the bot can't get to, every 2.5 to 3 weeks as needed.  I tell Alexa to start cleaning and off it goes. When finished, about 90 min on low suction or 60 min on high, it flawlessly docks and charges. The N79S has only missed docking twice and only because I forgot to move a plush carpet first. Just make sure you don't hide it in a dark corner or down a small hallway, needs to be a bit in the open for the bot to see it. When it needs to charge it will wander a bit, enough that you may think its lost but, give it a chance! It will find the base. The edge feature is awesome. Will edge clean the entire house in under 30 minutes. The over sized collection bin is great. Holds a ton of fur. If it gets stuck under a table it seems to go into edge cleaning and always finds it's way out. The bin, brushes and filters are very easy to clean and change when needed. And, customer service is second to none! I sent an email after closing time and they responded back in less than 5 minutes to take care of a small problem. Oh, and on high, the bot likes to move some throw rugs around and even flip the over from time to time but, they are no problem for it. You need this Bot if you hate cleaning. Does a remarkable job and is affordable to boot."",""Reviewed in the United States on October 10, 2019""";;;;;;;;;
"1590,""I vacuum every day while I'm at work and my floors have never been so clean. All I do is dump the bin. My favorite purchase in a long while. Get one!"",""Reviewed in the United States on October 10, 2019""";;;;;;;;;
"1591,""Battery Stopped working after less than 1 year of use."",""Reviewed in the United States on October 10, 2019""";;;;;;;;;
"1592,""Super helpful, not worse than iRobot. It's enough for daily use of an apartment large room."",""Reviewed in the United States on October 9, 2019""";;;;;;;;;
"1593,""I love this thing. I did have an issue with the original unit I purchased, I contacted customer service about the issue and they had me try to troubleshoot it, which I already did, and they mailed me a new one. Great customer service. I'll be a continued customer."",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1594,""WIFI system not working anymore.  Called the service and they were unable to help.  Almost a week of fixing and its not even worth putting in the trash.  Unfortunately, I just missed the warranty.  This thing is hardly used and I have other robotic devices that work better and longer.  Too bad."",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1595,""Worked great for 7 months and then broke down<U+0001F44E>"",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1596,""The N79S works.  My wife and I have been very impressed with how well it picks up pet hair on hardwood floors."",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1597,""Worst vacuum!!! DON’T WASTE YOUR MONEY!!!! Stopped working after 6 months. Customer Service is joke. No one is available and voicemails never get returned. Bought a hunk of plastic for a few hundred dollars! Better off to have just purchased a Dyson or hired a maid!"",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1598,""I have had this vacuum for a little over a year and really did enjoy it. Then, I got a shag carpet and then vacuum would get stuck on the rug. Now, the vacuum won't work and since it is a little over 2 months over the warranty, I was told that there was nothing else they could do. At this time, they don't have a place that can service the vacuum so I'm out almost $200."",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1599,""I could not live without this product. I have bought this product for friends and family as well as myself. It is the perfect gift for pet owners and for those who like a good helper in cleaning the house.  It cleans and operates so well.  I use it once a day and it is amazing how much dust and dirt accumulate especially under dressers, etc.  I highly recommend this product."",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1600,""With light use, it's broken a year later. The wheels fold into the unit so it doesn't move. Liked it while it lasted. :-/"",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1601,""I bought this model when Amazon was having a sale. I have wanted a robot vacuum for a long time to help me keep up with the massive amounts of dog fur being shed. We named it Mr. BeauregardIt does a fairly good job. It bumbles around bouncing off of things until it gets most of the house clean. I have used my push broom afterwards and there is minimal hair left. The main downside is that it doesn't have mapping and so sometimes it will spend a really long time doing the same room over and over. It also periodically gets stuck trying to get into the kitchen and bathroom because there is a hump.I like the N79S, but I think if I were to purchase another robot vacuum, I would get one with mapping capabilities to make the cleaning more efficient."",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1602,""The first one only lasted 4 months.  It kept getting stuck on its own as it pulled back from the base.  I just got a replacement so I will let you know how that goes.  On the positive side, the customer service was fantastic.  The ECOVACS team was very prompt and helpful with the exchange process."",""Reviewed in the United States on October 8, 2019""";;;;;;;;;
"1603,""It cleans ok but hard to use since it always keep beeping inside its charging base and you have to unplug all the time, very very annoying!!!!!! Wont stop beeping??!!?"",""Reviewed in the United States on October 7, 2019""";;;;;;;;;
"1604,""I was in love with my Ecovac robot. Until it started making a funny noise. I called customer service and they were fantastic and sent me a new one. Fast forward 10 months later and once again there was another issue that can’t seem to get fixed. When I called customer service they told me I’m outside my warranty because it is based on the original purchase date. Really?! Apparently these vacuums don’t seem to last one year and I would not recommend buying. Two vacuums in two years. Next time I will spend the money on a better name upfront with a better warranty."",""Reviewed in the United States on October 7, 2019""";;;;;;;;;
"1605,""Despite my best efforts to keep hazards off the floor, this thing gets stuck on chair legs, power cables, rugs, and pretty much anything else that isn't a flat, hardwood surface.  Pretty pointless.  Save yourself some frustration and get a smarter robot vac."",""Reviewed in the United States on October 7, 2019""";;;;;;;;;
