",""X1"",""X2""";;
"450,""BUYER BEWARE!!! Absolute Junk! Do not waste your money!!  I’ve had two units and neither lasted more than 9 months. We used it moderately and made sure to keep up with the maintenance and cleaning. Both stopped working and the company behind the unit will only replace the first unit. Any warranty thereafter is null and you are out all of your money spent on this junk if the second unit is defective. Find yourself a better brand!!!!"",""Reviewed in the United States on April 5, 2020""";;
"451,""Vac died at 14 months, customer service had no interest in helping.  If you are going to spend $200, spend it elsewhere."",""Reviewed in the United States on April 4, 2020""";;
"452,""It does the job, it’s easy to use, empties easily, I just wish it communicate with Alexa better and cannot stop it from auto time. The APP definitely needs improvement.  Not friendly with furry carpets, Wheel gets stuck easily"",""Reviewed in the United States on April 4, 2020""";;
"453,""Battery Died in a year."",""Reviewed in the United States on April 4, 2020""";;
"454,""Love it"",""Reviewed in the United States on April 4, 2020""";;
"455,""When it worked, the vacuum did OK. Patterns seemed random, and the floors always felt cleaner afterward. Run time was long (not efficient) and it's a little loud.However, it stopped working after 1.5 years. Bought a replacement battery to see if that would fix it - it didn't Customer support told me replacing the brush would fix it, so I sank more money in trying to avoid buying a new vacuum... but that didn't work. I also spent a lot of time taking the thing apart piece-by-piece to clean everything, including the motor. Nothing worked, and it's about 6 months outside of the 1-year warranty, so there's nothing more to be done other than find a better brand."",""Reviewed in the United States on April 3, 2020""";;
"456,""Got the 5 red beeps of death after 12 months - took it all apart and cleaned it (some websites and reviews say hair and dirt clog it). Then got the 5 red beeps at 18 months and did the same - no luck this time. Could be a battery based on these reviews. So now I am wondering whether to buy a new battery (assuming this will keep happening) or get a roomba. This product is truly sounding like you get what you pay for."",""Reviewed in the United States on April 3, 2020""";;
"457,""The N79S was great. You set it on schedule and it cleans very well. It connects to your Wi-Fi. It will tell you when the consumables need to be replaced. You will love it… for a year.Slowly it goes blind. It bangs full force into objects and that becomes annoying quickly. The solution is to buff the front where the sensor is. I find myself doing this over and over. It works for a little while and then starts banging into things. Then one day, you'll get the dreaded 100 beeps. It returns to its cradle and is charging. Then it begins beeping and beeping and beeping. I have looked all over and found no solution for this problem."",""Reviewed in the United States on April 3, 2020""";;
"458,""Without a doubt the most pathetic and incapable piece of machinery I have ever owned in my entire life, ever. And I've owned dot-matrix printers from the 1980s! This robot has neither the hardware nor the software to be considered anything but an annoying nuisance. I live in a flat ranch style house with very minimal amounts of furniture and obstructions. On a large hardwood space, this thing cannot run more than three minutes without requiring physical assistance. If the sun shines differently on the floor, it doesn't know what to do. The software seems programmed to only tell the bot to maneuver randomly, so if it rolls over a small object it will either continue to spin it's wheels until it has no battery, or beep incessantly until I stop what I am doing and give it assistance. There is no way I could trust this thing to run on its own while I'm away, and no way that I want to assist it fifteen times just to sweep a single room. This automated bot is not worth it, just clean your floors manually."",""Reviewed in the United States on April 2, 2020""";;
"459,""I love the fast is automatically cleans up daily at the same time so I don't have to worry about dog hairs everywhere. Combined with """"Alexa"""" it does its job with no complaints or problems. We do have to keep throw rugs low pile and a stiff enough base so it doesn't get caught in the suction or brush. When I originally ordered Deebot, My husband was totally against getting one and told me I was wasting money on this thing.  Now, he's asking me to order another one for the upstairs so it can be automatically cleaned daily, too. Amazing how this little vacuum brought him around to a believer in daily, automatic cleaning.  Good price, Fast delivery, Good seller, Quality product"",""Reviewed in the United States on April 2, 2020""";;
"460,""I did my research.  I learned that the Deetbot was the best robo vacuum for your money. It is amazing!  We have a long haired weenie dog and two cats. I have a Shark pet vacuum, which is great, but I am not the best housewife. We have vinyl plank flooring and big  area rugs. Large dust bunnies lurk in my corners.In an effort to slay the dust bunnies, I bought this vacuum. When you take him out of the box, you need to fully charge him on his base. It took ours about 5 hours. He has several cleaning options: auto clean, single room clean, spot cleaning, and edging.We decided to first do a deep single room clean for all of our rooms.  We let him clean the living room first. The living room has a pet door, so it is a high traffic area. Deetbot can run up to approximately 2 hours without stopping.  We let him clean the room for the entire time. I did pause him to check the dustbin, because I was curious.  It packs the debris so tightly that it is able to suck up a large load.  I was amazed with how much it picked up!  You may want to pause him (via the remote) and dump it a few times just so it has more space in the bin.When Deetbot is finished, he returns to his home base to recharge.  You will want to dump the dust bin after each use. Deetbot comes with a filter that you can wash by hand. We did our whole house without having to wash the filter. I did wash it at the end just to test it.  It is a fine plastic mesh.  I ran it under hot water, dried it, and put it back in the Deetbot.Since we had so much pet hair, we let it deep clean single rooms twice.  Wow! So much pet hair and dirt. My floors and rugs are really clean!  I can feel the difference when I walk on the floor and the rugs.Deetbot’s sensors learn your room and remembers obstacles so it doesn’t keep running into chair legs, coffee tables, etc.  It forgets when you turn it turn it off or charge it, so if you move furniture it isn’t a problem. It just learns the room again.  He can go under anything that is 3 inches high, so he gets all the grossness under your sofa, chairs, and bed.Deetbot easily climbs on top of rugs and doesn’t get stuck. If you have a rug with raggedy decorative edges, it might try to suck them up.  I would take those rugs up or tuck the edges under the rug.Deetbot cleans using an algorithm.  He does not run in a straight path when cleaning on auto or single room mode. However, he uses the algorithm to clean every spot in the room.When you use the edger cleaning, he does make a straight line around your room.  He is able to move around obstacles to move back to the edges.  He knows which areas he couldn’t get because of the obstacles, and makes a valiant effort to maneuver behind or beside the obstacles to clean the edges.In spot cleaning mode, Deetbot makes a 3 minute growing spiral path in the area you need cleaning (like in a high traffic area or if you spilled catnip).He comes with a remote that allows you to choose the function you want. Once you push the button, he is raring to go!  You can set multiple cleaning times with the remote, so if you want him to clean every night at 2 am, he will do it!  The only down side is that if you turn him off, you have to reprogram him again (not a big deal, it is really simple).Deetbot is very quiet. My pets were initially skeptical of Deetbot, but they quickly learned he was not a threat. Now they ignore him.  If he comes near your pet, Deetbot will see him as an obstacle and go another way. My dad’s cat likes to stalk Deetbot for sport, and is disappointed when Deetbot maneuvers around him.Deetbot comes with an app you can use, but it is complicated and unnecessary. Deetbot’s remote control is sufficient.I used it in my elderly parents house, who have four cats.  My mom says Deetbot vacuums better than her biweekly maid (who happens to LOVE vacuuming).I love this robot. My friend has a Roomba, but I think Deetbot does a much better job.  I would recommend it to anyone!  If you have any questions, I am happy to answer them."",""Reviewed in the United States on March 31, 2020""";;
"461,""I don’t know how we lived without a robot vac. This unit works almost flawlessly. It sometimes gets stuck but I imagine most any unit does from time to time. The Deebot is very quiet and works on most any surface. We love it! I would recommend this product to anyone."",""Reviewed in the United States on March 30, 2020""";;
"462,""I let this vacuum work its magic on a daily basis and it does quite well."",""Reviewed in the United States on March 30, 2020""";;
"463,""I bought this just over a year ago and it recently just stopped working. I wrote in asking for help and they provided no guidance and said that I needed to purchase a new one. This product does not last and I would never buy it again."",""Reviewed in the United States on March 30, 2020""";;
"464,""Life is too short, I used it for a year and four months and it broke"",""Reviewed in the United States on March 29, 2020""";;
"465,""Love my DEEBOT which we renamed to just Dee-Dee! I have 3 cats and a cava-poo which doesn’t shed, but instead we get hair balls that look like tumble weeds. The product itself is wonderful and does a good job keeping the floors nice and decent but the suction isn’t strong enough for tiny dirt particles, which I’m fine with cause this isn’t an alternative to cleaning, it’s an assistant! It sucks up grass and stuff from being tracked inside, kitty litter that the kitty’s kick past the litter mat, cat hair, dog hair, and normal things a traditional vacuum can get up. Long hair gets stuck and tangled badly in the bristles. Kudos for putting in a tool to cut the hair but it doesn’t work that well at grabbing the hair off the roller. I find myself using a stitch corrector(for sewing) and it’s perfect. My Dee-Dee runs every day at 11am while I’m at work and the kids at school and the pets in their cages. I come home to a nicely vacuumed home and I love it! Once a week I do a deep clean and sweep what she couldn’t get and mop. Worth every penny if you have pets and get tired of sweeping EVERY SINGLE DAY like I was. I’d buy this again in a heartbeat!!"",""Reviewed in the United States on March 29, 2020""";;
"466,""I am on my 2nd one in less than a year.  It randomly dies in the middle of cleaning, it runs itself out without docking, it beeps like it’s caught up on something and it’s not, and there are times it will run for 15 minutes and go dock itself like it needs to charge! I would not buy this.  I want to get my money back but I can’t even figure out how to do that because I bought it from Amazon."",""Reviewed in the United States on March 28, 2020""";;
"467,""It was great while it worked. This was a Christmas gift. So, we started using it on December 26 and by March 26 it was dead. Of course now the return window has closed so we are stuck with an expensive piece of trash."",""Reviewed in the United States on March 28, 2020""";;
"468,""Fairly decent robo vacuum. I felt like I did a lot of research before buying it and it did its job every day at 4 pm - my studio apartment was cleaned up by my deebot.All was well until one day it gave 4 red beeps and died on me - it won't charge. I tried replacing the battery - it started charging again on the dock and I gave a huge sigh of relief. But 4 hours later, it detached from the dock and died again. It won't charge or show any signs of life.The warranty expires after 12 months, it is now month 15 and so I don't trust this company's durability. I might go try irobot or a more dependable company."",""Reviewed in the United States on March 27, 2020""";;
"469,""Does such an amazing job around the apartment we barley have to sweep or do any extra vacuuming"",""Reviewed in the United States on March 27, 2020""";;
"470,""This vacuum is worth buying! It still does the job as described. Make sure you buy replacement parts because the app tells you went to do that."",""Reviewed in the United States on March 26, 2020""";;
"471,""Worked great until I’d had it for 18 months.... no longer works"",""Reviewed in the United States on March 26, 2020""";;
"472,""I usually avoid giving bad reviews but I have two of these units and had them both for over one year. Both have now started failing regularly. One can’t find the docking station and the other one just beeps randomly. These things will drive you insane in trying to figure out what’s wrong with it now. The last 4 months have been a constant battle with random issues. They also get stuck often and usually in the same spot ... pretty dumb lIl things. I’ve contacted the seller multiple times and their support has been very poor. Definitely do not recommend the Deebot n79s!"",""Reviewed in the United States on March 24, 2020""";;
"473,""Very pleasently surprised by the efficiency of this product. Excellent investment."",""Reviewed in the United States on March 22, 2020""";;
"474,""At first, this product works amazing. How often you have to empty the dirt tray let’s you know how well it is cleaning the floors, and trust me it fills up quickly. Due to having a German shepherd and 2 black cats, it does take some routine maintenance like cleaning out the main brush and replacing all brushes from time to time. Over time though the Deebot becomes more and more of a nuisance. It begins to get “stuck” and start beeping even when it is stuck on nothing. This can become very annoying. Looking around at other vacuum robots, this one is good for the cheap price. I’ve seen other vacuums listed for $850 but with more advanced technology. Overall, this product is"",""Reviewed in the United States on March 22, 2020""";;
"475,""Such a good vacuum. Does well on everything we threw at it. Even stuff it misses on the first pass it will eventually pick it up. Battery life is good. Simple commands work well with Alexa. Very happy with our purchase."",""Reviewed in the United States on March 22, 2020""";;
"476,""We purchased Our first Debot (https://www.amazon.com/gp/aw/d/B06XVXRYTM?psc=1&ref=ppx_pop_mob_b_asin_title) in 2017 and loved it...Regrettably, decided to replace with this model.  Do not not purchase! This model is always stuck, doesn't pick up half the dirt, has a short battery life and never finds it's way back home.  A waste of money!  Too bad I didn't not realize all of this within the return window."",""Reviewed in the United States on March 21, 2020""";;
"477,""Good vacuum"",""Reviewed in the United States on March 21, 2020""";;
"478,""It stopped working a year after I bought it"",""Reviewed in the United States on March 21, 2020""";;
"479,""The reason I give ut three stars is because it works pretty well at first. However, after about a month of using it, ours broke and it started to not do its job. It would start like normal but die midway after like 5-10 minutes"",""Reviewed in the United States on March 21, 2020""";;
"480,""It worked well at first (hard wood).  We didn't love that it's path was random, but running it every day made that a non-issue.  But over time, it's missing more and more hair.  We replace the brushes, roller, and filters even more than suggested, as well as periodic cleaning of them before they need replacing.  It used to suck up hair from a few inches away, and now it can only get the hair if it goes directly over it.  We basically got just under 1year of good use, and now we're looking for something better."",""Reviewed in the United States on March 20, 2020""";;
"481,""This is my first robot vacuum but I have enjoyed this guy very much. He is able to handle more than I thought he would. Rugs are no issue regardless of how thick. The only issue seems to be dark areas or black furniture."",""Reviewed in the United States on March 20, 2020""";;
"482,""This is an 8 months post purchase review. This vacuum is as defective as it could get. Extremely crappy product, company and customer service. Within the first month I started having issues with the charging. The device just wouldn’t charge. Spent countless hours on the freaking phone troubleshooting. After 3 months they decided to send me a battery replacement ( by making sure that they make it look like as if they were doing a favor). Anyways, after installing the battery it worked fine for one hour then again the same issues. Spent countless hour on phone again. By this time it’s almost 6 months after purchase. They finally said that we will send you a replacement device. The new device worked good for one month, after that same stuff. I am returning this piece of trash."",""Reviewed in the United States on March 19, 2020""";;
"483,""Great product"",""Reviewed in the United States on March 19, 2020""";;
"484,""I purchased this in November for a xmas present and it no longer charges. I was chatting with someone from Amazon yesterday and thought we could get it to hold a charge but that is not working. I'm not sure what to do.. apparently i'm beyond returning this item and now there is no option to chat.  can someone please assist? I haven't even had it for 6 months!!!!"",""Reviewed in the United States on March 18, 2020""";;
"485,""Vacuum works good, but cant get it to pair with Alexa. There is a skills app you can down load but you cannot set it up as a routine."",""Reviewed in the United States on March 17, 2020""";;
"486,""The pathing for this vacuum is infuriating. It gets stuck everywhere and doesn't do a very good job."",""Reviewed in the United States on March 17, 2020""";;
"487,""We ordered one of these, we have a Bernese Mountain dog and several cats, so things get hairy. All was well until the robot, one day, decided to stop working. I thought that maybe the battery was dead, so I replaced the battery. Nothing. So I contacted support, who after a couple of weeks back and forth sent me a replacement. It did a decent job, and we ordered another one for downstairs. After four months one of the brushes stopped working, and their customer support stopped responding.If they work they do a decent job, you'll need to empty them daily (at least if you have as many pets as we do), and the half inch step between the hardwood floors and the tiles in the kitchen confuses the robot. The base of an IKEA lamp, come to think of it, confuses them. The robot """"climbs"""" up the base and just sits there, spinning.I will look for a more reliable robot, but it won't be this brand, the customer support is just not good enough and having two break down in five months does not add to my feeling that these are reliable units."",""Reviewed in the United States on March 17, 2020""";;
"488,""PRODUCT WORKED FOR 9 MONTHS AND NOW IS SHOT... SELLER IS DRAGGING THEIR FEED ON REPLACING IT.. AMAZON IS NOT BEING HELPFUL IN GETTING IT REPLACED"",""Reviewed in the United States on March 15, 2020""";;
"489,""I bought Deebot back in 2018 as my very first robot vacuum. Since purchasing, I have used it every day (sometimes more than once if my cats turn it on) and he is still going strong! I have (a lot of) pets... 2 dogs and 4 cats... and running this vacuum daily keeps my house clean! I still run my hand vacuum every few weeks on my carpets since I do have 6 pets, but for the price this vacuum certainly gets the job done!There was a short period of time where Deebot would run for 1 minute and then stop and begin beeping. This went on for days and I was lost without my Deebot. I googled videos on how to fix and it turned out to be very simple! I had been emptying the tray daily and cleaning the filter weekly, but I hadn’t unscrewed the bottom to take the brush out to really clean it (aside from pulling some hairs out while it was still in tact). This did the trick and he’s back to his normal cleaning.I enjoy the multiple functions of this vacuum, though I typically just set him on auto. There’s also a spot clean function and perimeter clean.The only downfall to this vacuum is that it’s not a wet vac, but you know that going into the purchase and mopping the floor is not a big deal when you’re home is vacuumed daily by Deebot. Also, he occasionally gets stuck on items left on the floor, but that shouldn’t deter you from buying this vacuum since every other robot vacuum I assure you will do the same thing.I highly recommend this robot vacuum and have even bought one as a gift for my brother who also loves it too. In my opinion, if you want a good robot vacuum that will last for a long time, then this is the vacuum you’ve been looking for."",""Reviewed in the United States on March 15, 2020""";;
"490,""Would give this a negative 5 stars if I could.. Got this vacuum two years ago and the battery died within one year so we had to buy a new one. Despite our constant changing of the brushes its screeches and rattles so loud that you can hear it even from out side of the house and it is unbearable to listen to. Worst robot vacuum I've ever seen. Very disappointed with this company and their customer service. Reached out to them several times about these issues only to be sent instructions to turn it off and back on again. Yeah right, huge waste of money."",""Reviewed in the United States on March 15, 2020""";;
"491,""I have this and the iRobotI like them bothThis one is cheaper"; but has benefits the iRobot doesn’tIt has a second filter which is washableIt is quirky;" if I unplug it, it starts cleaningNot a big deal-I push the button to stop itI use it daily in my carpeted areas and weekly in the kitchenIt has been a wonderful addition to my cleaningAlso although bigger vacuums bother my dog he ignores this machine"",""Reviewed in the United States on March 14, 2020"""
"492,""It will pick up dust & dirt you thought you didn’t have! This is my new best friend."",""Reviewed in the United States on March 14, 2020""";;
"493,""These can be so expensive but this one was so worth the price! It was also works great on pet hair and has been functioning really well."",""Reviewed in the United States on March 14, 2020""";;
"494,""This is my first robot vacuum. I would say that it serves it purpose well. Easy to set-up and works well.I am happy."",""Reviewed in the United States on March 14, 2020""";;
"495,""Very impressed. It does a great job cleaning up dog hair. We have all hard surface floors but has no problem on door mats. You do have to clean the parts from time to time (brush head, etc.). Overall very happy with this product."",""Reviewed in the United States on March 12, 2020""";;
"496,""2 months after warranty expired our EcoVac began to exhibit issues around charging and operating.  We had used the vacuum about twice a week for the time it worked and it did a GREAT job.  But, 14 months is not long enough for a lightly used electric appliance.  We followed all user instructions online and it came back to life for a bit but then failed entirely.  After several frustrating round with EcoVacs customer service this past year, they wrote us this email:  """"We understand how disappointing it can be when your expectations are not met but please do understand that we can't process your replacement request. This is due to the fact that the warranty lapsed already. I apologize for that as we only follow a strict compliance policy for the warranty claim. I hope you understand.""""  We understand how brands fail when they don't believe in their products or their customers.  One star."",""Reviewed in the United States on March 12, 2020""";;
"497,""I rather vacuum by myself"",""Reviewed in the United States on March 11, 2020""";;
"498,""Great product"",""Reviewed in the United States on March 11, 2020""";;
"499,""Your Deebot will last as long as your warranty.  First one lasted 10 month and then broke and was replaced, second one lasted 13 months and isn’t working anymore and Deebot is done helping out.  Both units I received got stuck a lot and had to be rescued.  Replaced it with a $249 iRobot and it never gets stuck and collects way more dirt.  Hopefully it lasts longer than my 2 Deebots...."",""Reviewed in the United States on March 11, 2020""";;
"500,""I've had this deebot n79s for 2 years. The wifi version. Works fine with Google assistant. One gripe is that it just zig zag all over the place and if you are impatient, you might end up stopping it early and have spots not cleaned.My had an error in 3/2020 where when the battery is completely charged, it will beep 4 times for 5 cycles. And the light would turn red. I fix the issue by replacing the battery with this one""""eufy RoboVac Replacement Battery Pack, Compatible with RoboVac 11S, 11S MAX, 15T, 30, 30C MAX, 15C, 15C MAX, 12, 35C Accessory https://www.amazon.com/dp/B07DHJKKBV""""Easy to install."",""Reviewed in the United States on March 10, 2020""";;
"501,""Product continues to break despite getting new ones."",""Reviewed in the United States on March 10, 2020""";;
"502,""The robot works great. It does get stuck on occasion, but the issue is easily fixed and it returns to its dock automatically."",""Reviewed in the United States on March 9, 2020""";;
"503,""It worked well for about a year and then failed completely. Cleaning everything out that is externally accessible did not repair it."",""Reviewed in the United States on March 9, 2020""";;
"504,""This worked great for a year and a week except that it had to be taken apart and cleaned manually, sometimes requiring quite a bit of time.One year and a week (warranty now over) it no longer works no matter how much I clean each part.  The very front wheel will not come off to clean even if you take the whole thing apart.  It is incredibly frustrating that this worked just long enough to lose the warranty.  Now, it’s garbage."",""Reviewed in the United States on March 9, 2020""";;
"505,""I loved this little robot vacuum when I first got it. I had an issue early on with getting a drop sensor malfunction when it was sitting in the middle of the room and nothing on sensor lens. Contacted the company and they replaced it for me. Now 6 months in I cannot get this vacuum to run a single time without repeated errors. I have purchased all new replacement parts, filters, main brush, side brushes. I was continually getting a main brush error and noticed that even with the new brush it wasn't spinning well. After googling it I found that hair may be in the motor housing that needed to be cleaned out. Sure enough there was, cleaned it out and it ran for a day, now it is random what error I will get, it can literally be sitting in the middle of the room and it gives me all different errors. I doesn't seem to be able to sense anything so it is running into everything now and giving me """"bumper component malfunction"""" quite often. Incredibly frustrated. When it worked it worked great but it now doesn't function to get through a single vacuum cycle."",""Reviewed in the United States on March 9, 2020""";;
"506,""This works well but after one year, the dreaded 4 beeps started with every return to the charging station. It is meticulously cleaned after every use. This lasted 6 months, and now it doesn’t function at all. I have followed all recs on the Ecovac site and several YouTube videos. Customer service is excellent while under warranty and the first vacuum I received had the 4 beep problem out of the box. This was quickly replaced and I enjoyed one year of beepless good use."",""Reviewed in the United States on March 9, 2020""";;
"507,""Only lasted a year, after a year of using, it will stop itself for no reason and beeps for “stuck” when there was nothing under it. Took it apart and cleaned everything including the wheels and 2 small spanning brushes upfront still keep “stuck” itself and stop and beeps. Only after roughly a year of use."",""Reviewed in the United States on March 8, 2020""";;
"508,""I use it on tile and wood floors. It gets stuck on a flat carpet often and it doesn’t go up against the walls like I would like. It’s also very noisy"",""Reviewed in the United States on March 8, 2020""";;
"509,""I bought this little guy 2 years ago and it's still running strong! Tile floors, short carpet & rugs = works great! Not for thick pile carpets, though. I actually bought a Shark style auto vacc around the same time (to run on the 2nd floor simultaneously), which I had to send back twice & has since stopped working. Meanwhile, my Deebot is chugging right along perfectly! Bought a 2nd one today on Amazon."",""Reviewed in the United States on March 8, 2020""";;
"510,""The vacuum picks up pretty nicely.  However, after about 3 months it became extremely loud.  Even after swapping out all the replacement parts.  Our old Roomba lasted 3 years before this happened.  Amazon was no help in getting this fixed."",""Reviewed in the United States on March 8, 2020""";;
"511,""Already replaced it in less than one year. Go with a better brand. This one has never gone into all rooms and now NEVER returns home on its own. Additionally, it now slams into everything, where it used to slow when nearing objects."",""Reviewed in the United States on March 8, 2020""";;
"512,""I purchased the machine on black Friday as a Christmas gift. It saw its first use at the end of December 2018. During the time it functioned it did a great job , however 13 months later the batteries will not charge or hold a charge. Emails to the co. go unanswered hence the review. To me $200 bucks for a machine that lasts a year is crazy. Buyer beware."",""Reviewed in the United States on March 8, 2020""";;
"513,""I bought this vacuum cleaner two years ago and still works perfectly. I have two dogs and two cats and it makes my floors free of hair and dust. I love it!"",""Reviewed in the United States on March 7, 2020""";;
"514,""I bought two of these 6 month apart and they were great for about 1 year. After that, the battery lasts only a minute or so on both of them and one wont even connect to wifi anymore. So overall, not that great."",""Reviewed in the United States on March 7, 2020""";;
"515,""I’ve had a Roomba for years, but it sits on my main floor which is all wood. I got tired of either carrying it upstairs or getting out the regular vacuum all the time. So, I bought this to do my third floor where the bedrooms and carpet are. It does a great job. It’s quiet. It seems pretty quick. It does a good job with my long hair and my dogs hair.I do wish it had a handle, it’s hit a huge issue but I feel like I’ve got to pick it up and set it somewhere when I’m emptying it. I guess I could just leave it on the floor...If you’re looking for a cheaper option - I would endorses this one. I’m a very happy customer."",""Reviewed in the United States on March 7, 2020""";;
"516,""I purchased this vacuum in November 2018, and after using for less than 1.5 years, this product no longer works. Every time we run the vacuum, the dust bin falls off during use."",""Reviewed in the United States on March 7, 2020""";;
"517,""I originally bought this in September of 2018. In that time I have had to have this replaced three total times and once again the front sweeper arms are broken. I do normal maintenance of the machine and clean it often. Once again this vacuum is broken and no one is willing to do anything for us."",""Reviewed in the United States on March 7, 2020""";;
"518,""Does a great job for what it is. It does crash into things a lot but it never leaves marks on anything so that’s ok. One thing that annoys me is the random pattern, I have an iRobot braava mopping robot and that thing can go methodically in straight lines without any extra sensors so why can’t this? Other than that it’s great, it cuts down on how much I need to vacuum and it does well enough on carpet and excellent on hard floors."",""Reviewed in the United States on March 7, 2020""";;
"519,""Was a great vacuum, got stuck on my throw rugs from time to time. Wish I had realized it had a year warranty, since after about 10 months of use and regular maintenance, it decided it only wants to spin in circles in spot immediately after leaving the dock. Was a sad day to see my good friend go out like that."",""Reviewed in the United States on March 6, 2020""";;
"520,""Carpet, not so well.  On carpet it grinds the side brushes to a pulp, and it doesn't """"Deep Clean"""".  On hardwood, laminate and tile, it works like a champ.  It actually surprises me how much dust and crap it actually picks up after I clean it out from its midnight runs.The only bane to this thing is my wife's long hair.  This thing will pick it up and wrap it around the brushes like its trying to asphyxiate itself.  So, I have to save it from itself on a very regular basis (every other cleaning it runs) and take the main brush off to free it from my wife's hair.  Weekly, if I run it more than 3-5 times, I have to take the side brushes off because her hair will be wrapped underneath the brushes and around the drive shafts on the brushes.  Be warned.That being said, when mine dies (and I have had it for two years) I would seriously consider another (meaning, in all likelihood it will be) Deebot for the replacement.  Their customer service is great.  I accidentally destroyed a seal (they don't hold up well to being sucked into a Kirby.... ), and Ecovacs sent me a replacement part immediately...  So nothing but good things to say about them."",""Reviewed in the United States on March 6, 2020""";;
"521,""Over all pleased with this item it goes in random directions a bit. With that being said let it keep running and it will eventually get the whole house without you having to vacuum yourself!"",""Reviewed in the United States on March 6, 2020""";;
"522,""I've owned the N79S now for just about a year and I'm only giving it 2 stars because it's actually decent at cleaning if it actually does it (which it typically does not). Most of the time this thing gets stuck on my patterned carpet thinking its falling, gets stuck on desk/table legs and just rams them until the battery dies (I have nice marks on my desk legs from this now), or randomly thinks it's stuck on other small things that it could easily free itself from if the AI programming wasn't so abyssmal. It also likes to spin in circles for 5-10 minute at a time for no apparent reason. Another charmer about this vacuum is its ability to run back and forth in the track of my sliding glass door to the point of where I have black tire marks on my carpet effectively making my carpet dirtier than it was before I ran the vacuum. I have contacted Deebot support twice regarding these problems and they have offered zero resolution. At this point this vacuum is likely going on eBay and I will be purchasing another brand. Save yourself some money, time, and frustration, and get a non-Deebot out of the gate."",""Reviewed in the United States on March 6, 2020""";;
"523,""This is the worst product I have ever bought. It was bad out of the box tried to call Deebot there costumer service told me I need to take the vacuum apart. To make it work. I told the lady that she was crazy and I will be shipping the product back. And telling everyone I know that there products and services are crap!!"",""Reviewed in the United States on March 5, 2020""";;
"524,""It was all nice and good until the Deebot broke literally one month into its second year (i.e. one month after the warranty ended). Reached out to customer support and they were totally unhelpful in even trying to understand my problem. I even offered to pay for a replacement motor (which is what broke in my Deebot) and replace it myself, but they said it was not possible for them to send me that part. They pointed me to a robot repair service in Nashua, NH (2000 miles from my place) and they told me to do the following: i) send the robot there with my own money (which is fine) ii) wait for a quote iii) if they can repair it (which I already know it's possible) they will send me a quote (which will be probably more expensive than the price of the robot itself) iv) and/or have the robot recycled if they can't repair it or I don't want to pay for repair (which means they will keep all the parts and re-use them to repair other robots).As a result, now I am left with an useless piece of junk in my basement that costed more than 1$/day in operations and lasted one year. Wonderful! I will never buy from Deebot again."",""Reviewed in the United States on March 5, 2020""";;
"525,""This is a great product... while it worked.  After about a year it stopped charging..."",""Reviewed in the United States on March 5, 2020""";;
"526,""Life changer."",""Reviewed in the United States on March 3, 2020""";;
"527,""This vacuum worked great for 1 year and 2 months. Now it will not turn on or charge. I loved it, but this thing should have lasted longer. We used it under normal conditions. We have tile floors and it was only used to clean our living room and dining room (maybe 600 sq ft total)."",""Reviewed in the United States on March 2, 2020""";;
"528,""We named it Harold,  my dads name who used to vacuum our moms house.  great tribute"",""Reviewed in the United States on March 2, 2020""";;
"529,""Save time doing house cleaning. It does great job on light dust cleaning and on wood floor. Not recommended for carpet use."",""Reviewed in the United States on March 2, 2020""";;
"530,""This thing is sick! Vacuums my entire apartment in an hour and picks up a ton of dust and dirt every time."",""Reviewed in the United States on March 2, 2020""";;
"531,""I bought this a year ago... and I set it up like it was supposed to go, but for some reason, it would not find my Wifi at all, nor did it link up to my smart-home devices Alexa... So I contacted the company who told me """"oh well"""" and that they already got their money... I complained to Amazon, who said their was nothing they could do since it was such a high priced item. :( All I wanted was for someone to show me how to program it right,so we've had to hit it manually the entire year... now, about 2 months ago, the batter is dying out and not holding a charge well, maybe 5 mintues after charging all day long. :( Definitely was a bad product, at least this particular item. I wish the company would've been willing to either replace it right when I was experiencing the issues or at least step by step me through it back then. Oh well. I'll find another vaccum if I need to, not this one anymore. :("",""Reviewed in the United States on March 2, 2020""";;
"532,""We LOVED LOVED this little guy, until at almost a year it started to have a """"main brush malfunction"""". It would run for maybe about 5-10 minutes and then beep it's little head off stating that it couldn't complete it's mission because of this main brush malfunction.We contacted the company since we were still under the year warranty, and we were able to get our vacuum replaced. BUT this """"new"""" one, we can't get it to connect with our wifi (had no problem doing that with the last one) and now we are having the same issue with the """"new"""" vacuum, running 5-10 minutes before stopping and just beeping and not completing the task of vacuuming. We can't tell what the """"issue"""" is because it's not connected to the app...and thus, we are back in the same boat we were before. Honestly we are fed up and starting to look at other brands because as much as we like the price point, it's not worth the headache of dealing with the thing not actually vacuuming."",""Reviewed in the United States on March 2, 2020""";;
"533,""The wife loves it. It helps tremendously between vacuums.  It transitions well from hardwood to carpets and stops at the stairs. Returning to the base is a little hit and miss. That maybe due to the large size of area it is covering."",""Reviewed in the United States on March 2, 2020""";;
"534,""The product works fine when it is working. After one year, it stops working."",""Reviewed in the United States on March 1, 2020""";;
"535,""Product broke and won’t work after 12 months"",""Reviewed in the United States on March 1, 2020""";;
"536,""Stopped working exactly after 4months of purchase."",""Reviewed in the United States on February 29, 2020""";;
"537,""I have 2 kids under 9 and NO pets or long hairs and this thing just started making noises and died last week. I will not buy another model like this."",""Reviewed in the United States on February 29, 2020""";;
